,ev_load_shifting_z5,ev_load_shifting_z1,ev_load_shifting_z2,ev_load_shifting_z3,ev_load_shifting_z6,ev_load_shifting_z4
533,0.012,0.016,0.016,0.024,0.045,0.041
534,0.046,0.056,0.056,0.077,0.118,0.116
535,0.117,0.133,0.133,0.171,0.212,0.234
536,0.204,0.228,0.228,0.264,0.226,0.336
537,0.219,0.243,0.243,0.275,0.206,0.347
538,0.203,0.228,0.228,0.266,0.235,0.343
539,0.233,0.264,0.264,0.313,0.284,0.404
540,0.279,0.324,0.324,0.372,0.322,0.475
541,0.312,0.366,0.366,0.411,0.33,0.512
542,0.315,0.382,0.382,0.425,0.376,0.538
543,0.358,0.447,0.447,0.501,0.514,0.639
544,0.475,0.608,0.608,0.654,0.687,0.819
545,0.633,0.791,0.791,0.824,0.833,0.963
546,0.762,0.899,0.899,0.892,0.64,0.976
547,0.598,0.685,0.685,0.653,0.354,0.7
548,0.335,0.386,0.386,0.387,0.277,0.425
549,0.261,0.305,0.305,0.303,0.215,0.334
550,0.196,0.233,0.233,0.22,0.14,0.248
551,0.127,0.151,0.151,0.146,0.099,0.168
552,0.086,0.103,0.103,0.098,0.056,0.114
553,0.047,0.056,0.056,0.055,0.037,0.065
554,0.029,0.035,0.035,0.034,0.017,0.04
555,0.015,0.018,0.018,0.02,0.022,0.026
556,0.018,0.021,0.021,0.021,0.012,0.027
557,0.012,0.016,0.016,0.024,0.048,0.04
558,0.046,0.057,0.057,0.077,0.122,0.114
559,0.117,0.135,0.135,0.17,0.221,0.23
560,0.203,0.23,0.23,0.26,0.238,0.33
561,0.22,0.244,0.244,0.273,0.215,0.34
562,0.203,0.23,0.23,0.265,0.248,0.335
563,0.231,0.268,0.268,0.31,0.302,0.397
564,0.275,0.33,0.33,0.371,0.345,0.469
565,0.309,0.376,0.376,0.406,0.354,0.51
566,0.313,0.393,0.393,0.419,0.407,0.537
567,0.355,0.461,0.461,0.494,0.558,0.638
568,0.478,0.623,0.623,0.648,0.737,0.82
569,0.639,0.813,0.813,0.812,0.89,0.964
570,0.768,0.917,0.917,0.88,0.689,0.964
571,0.599,0.697,0.697,0.646,0.38,0.687
572,0.336,0.391,0.391,0.385,0.296,0.422
573,0.262,0.308,0.308,0.301,0.228,0.333
574,0.197,0.235,0.235,0.219,0.15,0.248
575,0.128,0.152,0.152,0.145,0.107,0.168
576,0.087,0.103,0.103,0.099,0.059,0.11
577,0.048,0.055,0.055,0.055,0.038,0.061
578,0.03,0.035,0.035,0.033,0.018,0.038
579,0.015,0.018,0.018,0.02,0.023,0.024
580,0.018,0.021,0.021,0.021,0.013,0.026
581,0.013,0.016,0.016,0.024,0.05,0.039
582,0.046,0.057,0.057,0.076,0.126,0.109
583,0.117,0.134,0.134,0.168,0.225,0.22
584,0.205,0.23,0.23,0.255,0.241,0.314
585,0.22,0.243,0.243,0.262,0.218,0.321
586,0.204,0.229,0.229,0.255,0.248,0.317
587,0.235,0.267,0.267,0.3,0.304,0.372
588,0.284,0.33,0.33,0.362,0.349,0.436
589,0.32,0.375,0.375,0.397,0.358,0.472
590,0.324,0.393,0.393,0.408,0.405,0.5
591,0.368,0.459,0.459,0.48,0.548,0.593
592,0.495,0.622,0.622,0.633,0.726,0.768
593,0.658,0.807,0.807,0.797,0.872,0.898
594,0.79,0.911,0.911,0.865,0.684,0.894
595,0.611,0.691,0.691,0.632,0.381,0.635
596,0.343,0.389,0.389,0.376,0.3,0.395
597,0.267,0.309,0.309,0.296,0.234,0.311
598,0.201,0.236,0.236,0.216,0.153,0.231
599,0.13,0.153,0.153,0.143,0.109,0.157
600,0.089,0.104,0.104,0.091,0.062,0.102
601,0.048,0.056,0.056,0.05,0.04,0.057
602,0.03,0.035,0.035,0.031,0.019,0.035
603,0.015,0.018,0.018,0.018,0.024,0.023
604,0.018,0.021,0.021,0.019,0.013,0.024
605,0.012,0.016,0.016,0.022,0.05,0.037
606,0.046,0.057,0.057,0.07,0.128,0.103
607,0.116,0.136,0.136,0.154,0.23,0.205
608,0.205,0.229,0.229,0.237,0.248,0.286
609,0.222,0.241,0.241,0.247,0.223,0.294
610,0.206,0.226,0.226,0.24,0.257,0.293
611,0.235,0.261,0.261,0.278,0.314,0.347
612,0.282,0.319,0.319,0.332,0.357,0.408
613,0.322,0.359,0.359,0.366,0.368,0.443
614,0.327,0.373,0.373,0.38,0.421,0.474
615,0.373,0.434,0.434,0.447,0.574,0.574
616,0.502,0.589,0.589,0.587,0.751,0.742
617,0.665,0.754,0.754,0.733,0.898,0.875
618,0.786,0.849,0.849,0.782,0.692,0.86
619,0.602,0.65,0.65,0.572,0.383,0.608
620,0.337,0.37,0.37,0.343,0.303,0.376
621,0.261,0.295,0.295,0.269,0.236,0.29
622,0.198,0.226,0.226,0.197,0.155,0.212
623,0.128,0.148,0.148,0.131,0.111,0.145
624,0.087,0.101,0.101,0.089,0.062,0.095
625,0.048,0.054,0.054,0.05,0.04,0.055
626,0.03,0.033,0.033,0.031,0.019,0.034
627,0.015,0.017,0.017,0.018,0.024,0.023
628,0.018,0.02,0.02,0.019,0.013,0.024
629,0.012,0.015,0.015,0.022,0.051,0.037
630,0.046,0.055,0.055,0.071,0.131,0.103
631,0.116,0.131,0.131,0.155,0.232,0.204
632,0.204,0.22,0.22,0.236,0.252,0.28
633,0.223,0.232,0.232,0.245,0.226,0.277
634,0.206,0.216,0.216,0.236,0.259,0.27
635,0.233,0.249,0.249,0.271,0.316,0.316
636,0.28,0.302,0.302,0.32,0.36,0.366
637,0.317,0.338,0.338,0.351,0.369,0.389
638,0.324,0.35,0.35,0.368,0.421,0.416
639,0.369,0.409,0.409,0.436,0.571,0.511
640,0.5,0.555,0.555,0.58,0.757,0.668
641,0.661,0.723,0.723,0.721,0.907,0.799
642,0.772,0.82,0.82,0.756,0.7,0.787
643,0.589,0.621,0.621,0.547,0.386,0.558
644,0.329,0.349,0.349,0.324,0.302,0.348
645,0.256,0.277,0.277,0.255,0.235,0.273
646,0.193,0.213,0.213,0.187,0.156,0.202
647,0.126,0.14,0.14,0.127,0.113,0.143
648,0.091,0.104,0.104,0.105,0.149,0.13
649,0.114,0.12,0.12,0.11,0.06,0.12
650,0.048,0.051,0.051,0.051,0.051,0.061
651,0.04,0.042,0.042,0.041,0.036,0.049
652,0.027,0.028,0.028,0.025,0.007,0.028
653,0.007,0.007,0.007,0.01,0.021,0.016
654,0.018,0.02,0.02,0.024,0.043,0.036
655,0.038,0.04,0.04,0.047,0.07,0.066
656,0.065,0.067,0.067,0.084,0.13,0.116
657,0.124,0.126,0.126,0.153,0.22,0.2
658,0.209,0.209,0.209,0.239,0.298,0.295
659,0.283,0.281,0.281,0.317,0.383,0.39
660,0.359,0.361,0.361,0.399,0.479,0.483
661,0.436,0.443,0.443,0.467,0.5,0.547
662,0.446,0.462,0.462,0.479,0.515,0.556
663,0.457,0.48,0.48,0.492,0.537,0.554
664,0.486,0.512,0.512,0.525,0.584,0.565
665,0.546,0.561,0.561,0.55,0.54,0.562
666,0.519,0.53,0.53,0.536,0.639,0.575
667,0.603,0.62,0.62,0.6,0.634,0.638
668,0.589,0.599,0.599,0.582,0.546,0.606
669,0.498,0.513,0.513,0.498,0.473,0.516
670,0.417,0.434,0.434,0.412,0.373,0.429
671,0.316,0.333,0.333,0.31,0.265,0.332
672,0.216,0.226,0.226,0.209,0.139,0.226
673,0.112,0.093,0.093,0.104,0.048,0.094
674,0.045,0.038,0.038,0.047,0.041,0.045
675,0.037,0.03,0.03,0.037,0.029,0.034
676,0.025,0.019,0.019,0.023,0.006,0.019
677,0.006,0.005,0.005,0.009,0.017,0.01
678,0.017,0.013,0.013,0.022,0.034,0.024
679,0.033,0.025,0.025,0.045,0.059,0.048
680,0.063,0.047,0.047,0.081,0.107,0.085
681,0.116,0.088,0.088,0.146,0.189,0.146
682,0.202,0.154,0.154,0.231,0.254,0.218
683,0.269,0.211,0.211,0.316,0.335,0.292
684,0.355,0.274,0.274,0.399,0.424,0.365
685,0.441,0.335,0.335,0.474,0.444,0.418
686,0.454,0.344,0.344,0.489,0.474,0.435
687,0.476,0.361,0.361,0.511,0.496,0.459
688,0.504,0.385,0.385,0.546,0.552,0.492
689,0.57,0.423,0.423,0.582,0.503,0.519
690,0.536,0.429,0.429,0.599,0.625,0.55
691,0.645,0.51,0.51,0.671,0.603,0.597
692,0.627,0.493,0.493,0.628,0.51,0.553
693,0.53,0.421,0.421,0.529,0.426,0.472
694,0.443,0.357,0.357,0.428,0.325,0.388
695,0.336,0.276,0.276,0.319,0.217,0.287
696,0.215,0.174,0.174,0.18,0.047,0.155
697,0.046,0.038,0.038,0.044,0.03,0.042
698,0.027,0.023,0.023,0.027,0.014,0.024
699,0.014,0.012,0.012,0.016,0.018,0.016
700,0.016,0.013,0.013,0.017,0.01,0.016
701,0.011,0.01,0.01,0.019,0.04,0.024
702,0.042,0.035,0.035,0.061,0.101,0.068
703,0.104,0.083,0.083,0.141,0.183,0.144
704,0.196,0.147,0.147,0.219,0.203,0.204
705,0.216,0.162,0.162,0.234,0.195,0.214
706,0.21,0.162,0.162,0.232,0.218,0.219
707,0.236,0.187,0.187,0.275,0.274,0.256
708,0.294,0.228,0.228,0.324,0.317,0.3
709,0.331,0.256,0.256,0.358,0.327,0.327
710,0.337,0.262,0.262,0.375,0.375,0.352
711,0.384,0.303,0.303,0.447,0.516,0.432
712,0.523,0.41,0.41,0.603,0.684,0.575
713,0.702,0.537,0.537,0.779,0.82,0.723
714,0.815,0.657,0.657,0.85,0.637,0.737
715,0.626,0.502,0.502,0.607,0.355,0.512
716,0.351,0.285,0.285,0.356,0.275,0.318
717,0.267,0.221,0.221,0.271,0.207,0.244
718,0.198,0.166,0.166,0.195,0.133,0.177
719,0.126,0.108,0.108,0.127,0.091,0.117
720,0.085,0.073,0.073,0.082,0.048,0.077
721,0.044,0.039,0.039,0.044,0.03,0.042
722,0.027,0.023,0.023,0.027,0.014,0.025
723,0.013,0.012,0.012,0.016,0.018,0.016
724,0.016,0.014,0.014,0.017,0.01,0.016
725,0.011,0.01,0.01,0.019,0.04,0.025
726,0.042,0.037,0.037,0.062,0.101,0.07
727,0.104,0.09,0.09,0.146,0.191,0.149
728,0.196,0.158,0.158,0.228,0.216,0.21
729,0.214,0.177,0.177,0.239,0.21,0.219
730,0.204,0.176,0.176,0.233,0.237,0.222
731,0.224,0.2,0.2,0.271,0.295,0.261
732,0.275,0.242,0.242,0.318,0.34,0.304
733,0.312,0.272,0.272,0.35,0.349,0.334
734,0.32,0.28,0.28,0.368,0.402,0.359
735,0.366,0.322,0.322,0.437,0.551,0.44
736,0.497,0.43,0.43,0.588,0.72,0.582
737,0.668,0.556,0.556,0.764,0.861,0.728
738,0.784,0.67,0.67,0.833,0.661,0.737
739,0.6,0.51,0.51,0.593,0.364,0.511
740,0.333,0.288,0.288,0.349,0.28,0.317
741,0.255,0.222,0.222,0.271,0.216,0.246
742,0.196,0.169,0.169,0.197,0.14,0.178
743,0.127,0.111,0.111,0.129,0.096,0.119
744,0.085,0.076,0.076,0.084,0.05,0.078
745,0.044,0.04,0.04,0.046,0.031,0.044
746,0.027,0.024,0.024,0.028,0.015,0.026
747,0.013,0.012,0.012,0.016,0.019,0.016
748,0.016,0.014,0.014,0.017,0.011,0.017
749,0.011,0.011,0.011,0.02,0.042,0.025
750,0.042,0.039,0.039,0.064,0.106,0.072
751,0.106,0.092,0.092,0.15,0.199,0.154
752,0.197,0.163,0.163,0.232,0.22,0.215
753,0.213,0.182,0.182,0.243,0.21,0.222
754,0.203,0.178,0.178,0.237,0.233,0.225
755,0.223,0.201,0.201,0.272,0.29,0.261
756,0.274,0.244,0.244,0.319,0.331,0.304
757,0.311,0.274,0.274,0.352,0.343,0.333
758,0.32,0.282,0.282,0.366,0.393,0.357
759,0.366,0.324,0.324,0.438,0.538,0.437
760,0.499,0.435,0.435,0.589,0.709,0.579
761,0.666,0.561,0.561,0.762,0.844,0.726
762,0.781,0.672,0.672,0.832,0.647,0.738
763,0.595,0.508,0.508,0.591,0.358,0.511
764,0.329,0.287,0.287,0.346,0.275,0.317
765,0.251,0.222,0.222,0.269,0.212,0.245
766,0.191,0.169,0.169,0.195,0.137,0.179
767,0.124,0.111,0.111,0.127,0.095,0.12
768,0.083,0.075,0.075,0.083,0.048,0.078
769,0.046,0.04,0.04,0.046,0.03,0.043
770,0.028,0.024,0.024,0.027,0.015,0.025
771,0.014,0.012,0.012,0.016,0.018,0.016
772,0.016,0.014,0.014,0.017,0.011,0.016
773,0.011,0.011,0.011,0.019,0.041,0.025
774,0.043,0.039,0.039,0.063,0.104,0.072
775,0.107,0.094,0.094,0.147,0.195,0.153
776,0.203,0.164,0.164,0.228,0.213,0.214
777,0.219,0.182,0.182,0.238,0.202,0.221
778,0.209,0.179,0.179,0.232,0.226,0.223
779,0.23,0.201,0.201,0.269,0.276,0.26
780,0.281,0.243,0.243,0.314,0.317,0.303
781,0.318,0.273,0.273,0.347,0.328,0.331
782,0.327,0.281,0.281,0.364,0.376,0.355
783,0.372,0.323,0.323,0.432,0.516,0.436
784,0.503,0.434,0.434,0.582,0.682,0.576
785,0.676,0.558,0.558,0.745,0.817,0.72
786,0.803,0.666,0.666,0.822,0.628,0.736
787,0.624,0.506,0.506,0.587,0.347,0.51
788,0.347,0.285,0.285,0.345,0.267,0.316
789,0.267,0.22,0.22,0.269,0.205,0.246
790,0.207,0.169,0.169,0.196,0.135,0.179
791,0.133,0.11,0.11,0.127,0.094,0.12
792,0.09,0.075,0.075,0.086,0.052,0.078
793,0.049,0.04,0.04,0.047,0.033,0.043
794,0.03,0.024,0.024,0.028,0.016,0.025
795,0.015,0.012,0.012,0.017,0.02,0.016
796,0.018,0.014,0.014,0.018,0.011,0.016
797,0.012,0.011,0.011,0.021,0.043,0.025
798,0.046,0.038,0.038,0.065,0.11,0.071
799,0.115,0.091,0.091,0.152,0.203,0.152
800,0.214,0.159,0.159,0.235,0.224,0.214
801,0.231,0.178,0.178,0.245,0.211,0.221
802,0.219,0.175,0.175,0.239,0.233,0.221
803,0.24,0.198,0.198,0.277,0.286,0.259
804,0.296,0.242,0.242,0.324,0.328,0.301
805,0.333,0.271,0.271,0.355,0.336,0.328
806,0.343,0.279,0.279,0.372,0.38,0.352
807,0.393,0.321,0.321,0.442,0.513,0.431
808,0.537,0.43,0.43,0.596,0.67,0.568
809,0.715,0.555,0.555,0.761,0.807,0.705
810,0.83,0.663,0.663,0.829,0.629,0.719
811,0.637,0.504,0.504,0.586,0.347,0.498
812,0.349,0.282,0.282,0.341,0.267,0.309
813,0.266,0.218,0.218,0.267,0.208,0.242
814,0.21,0.167,0.167,0.195,0.135,0.177
815,0.136,0.11,0.11,0.129,0.096,0.121
816,0.097,0.082,0.082,0.103,0.121,0.103
817,0.112,0.095,0.095,0.103,0.049,0.09
818,0.046,0.039,0.039,0.047,0.041,0.043
819,0.037,0.031,0.031,0.037,0.029,0.033
820,0.025,0.02,0.02,0.023,0.006,0.018
821,0.006,0.005,0.005,0.009,0.017,0.01
822,0.017,0.014,0.014,0.022,0.035,0.023
823,0.034,0.026,0.026,0.046,0.061,0.048
824,0.065,0.05,0.05,0.084,0.111,0.086
825,0.123,0.095,0.095,0.154,0.195,0.152
826,0.217,0.167,0.167,0.245,0.263,0.225
827,0.29,0.225,0.225,0.336,0.348,0.304
828,0.385,0.295,0.295,0.422,0.437,0.38
829,0.474,0.359,0.359,0.497,0.457,0.435
830,0.485,0.369,0.369,0.513,0.489,0.453
831,0.509,0.387,0.387,0.538,0.516,0.477
832,0.54,0.41,0.41,0.573,0.576,0.51
833,0.601,0.447,0.447,0.605,0.517,0.533
834,0.554,0.445,0.445,0.618,0.634,0.56
835,0.664,0.537,0.537,0.687,0.61,0.609
836,0.635,0.513,0.513,0.64,0.517,0.562
837,0.534,0.436,0.436,0.537,0.434,0.481
838,0.446,0.368,0.368,0.444,0.336,0.395
839,0.344,0.284,0.284,0.329,0.225,0.292
840,0.225,0.187,0.187,0.205,0.114,0.185
841,0.109,0.091,0.091,0.101,0.046,0.088
842,0.044,0.036,0.036,0.046,0.039,0.042
843,0.036,0.029,0.029,0.037,0.027,0.032
844,0.024,0.018,0.018,0.022,0.006,0.018
845,0.006,0.005,0.005,0.009,0.017,0.01
846,0.017,0.013,0.013,0.023,0.034,0.023
847,0.034,0.025,0.025,0.046,0.059,0.046
848,0.065,0.048,0.048,0.083,0.109,0.084
849,0.122,0.091,0.091,0.151,0.194,0.147
850,0.211,0.159,0.159,0.239,0.261,0.22
851,0.281,0.216,0.216,0.326,0.346,0.302
852,0.368,0.285,0.285,0.413,0.443,0.382
853,0.454,0.349,0.349,0.493,0.464,0.442
854,0.465,0.359,0.359,0.512,0.502,0.464
855,0.484,0.377,0.377,0.535,0.531,0.491
856,0.512,0.4,0.4,0.577,0.59,0.53
857,0.575,0.437,0.437,0.606,0.527,0.549
858,0.544,0.44,0.44,0.622,0.651,0.587
859,0.656,0.531,0.531,0.701,0.637,0.639
860,0.638,0.512,0.512,0.655,0.537,0.587
861,0.539,0.436,0.436,0.549,0.446,0.495
862,0.447,0.366,0.366,0.444,0.34,0.398
863,0.337,0.278,0.278,0.327,0.226,0.288
864,0.215,0.175,0.175,0.184,0.048,0.154
865,0.047,0.039,0.039,0.046,0.03,0.041
866,0.028,0.023,0.023,0.028,0.015,0.024
867,0.014,0.011,0.011,0.016,0.019,0.015
868,0.017,0.013,0.013,0.017,0.011,0.016
869,0.012,0.01,0.01,0.02,0.042,0.024
870,0.045,0.036,0.036,0.064,0.104,0.068
871,0.109,0.086,0.086,0.15,0.193,0.146
872,0.207,0.158,0.158,0.234,0.212,0.21
873,0.225,0.181,0.181,0.245,0.202,0.221
874,0.215,0.18,0.18,0.24,0.225,0.221
875,0.236,0.202,0.202,0.279,0.284,0.263
876,0.29,0.247,0.247,0.328,0.326,0.309
877,0.329,0.277,0.277,0.365,0.338,0.342
878,0.337,0.286,0.286,0.383,0.389,0.367
879,0.386,0.329,0.329,0.455,0.533,0.452
880,0.527,0.441,0.441,0.613,0.697,0.602
881,0.702,0.568,0.568,0.785,0.828,0.744
882,0.82,0.682,0.682,0.863,0.641,0.776
883,0.629,0.521,0.521,0.613,0.351,0.539
884,0.349,0.293,0.293,0.357,0.273,0.329
885,0.266,0.225,0.225,0.278,0.209,0.252
886,0.205,0.172,0.172,0.201,0.134,0.18
887,0.132,0.112,0.112,0.13,0.093,0.119
888,0.088,0.076,0.076,0.085,0.048,0.077
889,0.049,0.04,0.04,0.046,0.03,0.042
890,0.03,0.024,0.024,0.028,0.015,0.024
891,0.015,0.012,0.012,0.016,0.019,0.016
892,0.018,0.014,0.014,0.017,0.011,0.016
893,0.012,0.01,0.01,0.02,0.041,0.025
894,0.047,0.037,0.037,0.064,0.103,0.069
895,0.117,0.089,0.089,0.15,0.192,0.147
896,0.219,0.162,0.162,0.234,0.211,0.208
897,0.236,0.183,0.183,0.244,0.201,0.22
898,0.223,0.179,0.179,0.237,0.224,0.22
899,0.243,0.201,0.201,0.275,0.278,0.261
900,0.298,0.246,0.246,0.324,0.322,0.308
901,0.336,0.276,0.276,0.358,0.334,0.338
902,0.344,0.284,0.284,0.379,0.387,0.367
903,0.391,0.326,0.326,0.451,0.528,0.451
904,0.533,0.439,0.439,0.609,0.693,0.599
905,0.714,0.565,0.565,0.777,0.829,0.742
906,0.856,0.677,0.677,0.856,0.647,0.761
907,0.666,0.519,0.519,0.612,0.358,0.53
908,0.372,0.292,0.292,0.358,0.276,0.326
909,0.287,0.224,0.224,0.278,0.214,0.253
910,0.224,0.172,0.172,0.202,0.139,0.181
911,0.145,0.112,0.112,0.131,0.097,0.12
912,0.098,0.076,0.076,0.089,0.056,0.077
913,0.051,0.041,0.041,0.049,0.035,0.042
914,0.031,0.024,0.024,0.029,0.017,0.024
915,0.016,0.012,0.012,0.017,0.022,0.016
916,0.019,0.014,0.014,0.018,0.012,0.016
917,0.013,0.01,0.01,0.021,0.047,0.026
918,0.05,0.037,0.037,0.067,0.117,0.071
919,0.123,0.088,0.088,0.157,0.217,0.149
920,0.228,0.163,0.163,0.245,0.239,0.21
921,0.245,0.183,0.183,0.254,0.229,0.221
922,0.231,0.181,0.181,0.247,0.256,0.221
923,0.251,0.203,0.203,0.288,0.319,0.263
924,0.307,0.248,0.248,0.338,0.363,0.308
925,0.343,0.278,0.278,0.374,0.374,0.338
926,0.348,0.285,0.285,0.393,0.429,0.365
927,0.396,0.328,0.328,0.467,0.585,0.451
928,0.538,0.441,0.441,0.626,0.766,0.599
929,0.723,0.571,0.571,0.797,0.898,0.745
930,0.863,0.685,0.685,0.89,0.703,0.767
931,0.675,0.525,0.525,0.633,0.384,0.534
932,0.376,0.295,0.295,0.368,0.293,0.328
933,0.288,0.227,0.227,0.288,0.225,0.254
934,0.225,0.174,0.174,0.209,0.146,0.181
935,0.144,0.114,0.114,0.135,0.102,0.119
936,0.097,0.077,0.077,0.087,0.05,0.077
937,0.051,0.041,0.041,0.048,0.032,0.042
938,0.031,0.024,0.024,0.029,0.015,0.025
939,0.016,0.012,0.012,0.017,0.019,0.016
940,0.019,0.014,0.014,0.018,0.011,0.016
941,0.013,0.01,0.01,0.021,0.042,0.025
942,0.049,0.037,0.037,0.066,0.104,0.069
943,0.122,0.088,0.088,0.153,0.192,0.148
944,0.226,0.16,0.16,0.24,0.212,0.212
945,0.244,0.182,0.182,0.252,0.202,0.225
946,0.231,0.181,0.181,0.244,0.226,0.225
947,0.252,0.204,0.204,0.286,0.283,0.266
948,0.309,0.249,0.249,0.335,0.327,0.313
949,0.344,0.281,0.281,0.371,0.341,0.347
950,0.351,0.292,0.292,0.39,0.395,0.377
951,0.401,0.337,0.337,0.462,0.536,0.467
952,0.547,0.454,0.454,0.619,0.704,0.62
953,0.732,0.582,0.582,0.784,0.82,0.762
954,0.86,0.688,0.688,0.874,0.642,0.788
955,0.668,0.527,0.527,0.624,0.353,0.549
956,0.37,0.297,0.297,0.363,0.27,0.338
957,0.282,0.229,0.229,0.283,0.209,0.262
958,0.22,0.175,0.175,0.206,0.135,0.188
959,0.142,0.114,0.114,0.133,0.094,0.124
960,0.096,0.078,0.078,0.086,0.047,0.081
961,0.049,0.042,0.042,0.046,0.03,0.043
962,0.03,0.025,0.025,0.028,0.014,0.025
963,0.015,0.013,0.013,0.016,0.018,0.016
964,0.018,0.014,0.014,0.017,0.011,0.017
965,0.013,0.011,0.011,0.02,0.042,0.026
966,0.048,0.038,0.038,0.064,0.104,0.071
967,0.119,0.092,0.092,0.149,0.192,0.153
968,0.223,0.166,0.166,0.237,0.214,0.22
969,0.243,0.187,0.187,0.25,0.205,0.23
970,0.229,0.185,0.185,0.242,0.231,0.228
971,0.25,0.208,0.208,0.283,0.291,0.27
972,0.306,0.253,0.253,0.332,0.336,0.316
973,0.343,0.284,0.284,0.367,0.349,0.346
974,0.351,0.293,0.293,0.386,0.399,0.373
975,0.403,0.337,0.337,0.458,0.537,0.46
976,0.548,0.452,0.452,0.611,0.699,0.607
977,0.725,0.582,0.582,0.767,0.825,0.744
978,0.845,0.689,0.689,0.852,0.649,0.767
979,0.651,0.524,0.524,0.606,0.356,0.533
980,0.359,0.294,0.294,0.353,0.272,0.328
981,0.273,0.227,0.227,0.275,0.21,0.257
982,0.214,0.174,0.174,0.202,0.136,0.187
983,0.139,0.115,0.115,0.133,0.096,0.128
984,0.099,0.084,0.084,0.103,0.115,0.103
985,0.113,0.095,0.095,0.102,0.046,0.088
986,0.046,0.039,0.039,0.047,0.039,0.042
987,0.037,0.031,0.031,0.037,0.028,0.032
988,0.025,0.02,0.02,0.023,0.006,0.018
989,0.006,0.005,0.005,0.009,0.016,0.01
990,0.017,0.014,0.014,0.023,0.033,0.023
991,0.035,0.027,0.027,0.046,0.06,0.047
992,0.067,0.052,0.052,0.085,0.112,0.087
993,0.127,0.099,0.099,0.156,0.198,0.154
994,0.222,0.173,0.173,0.247,0.269,0.227
995,0.296,0.233,0.233,0.339,0.357,0.308
996,0.394,0.302,0.302,0.424,0.447,0.384
997,0.484,0.367,0.367,0.499,0.463,0.442
998,0.497,0.376,0.376,0.515,0.493,0.462
999,0.518,0.392,0.392,0.538,0.516,0.49
1000,0.548,0.415,0.415,0.572,0.568,0.523
1001,0.606,0.449,0.449,0.601,0.519,0.541
1002,0.561,0.444,0.444,0.616,0.637,0.57
1003,0.683,0.538,0.538,0.69,0.616,0.619
1004,0.653,0.515,0.515,0.641,0.525,0.57
1005,0.549,0.436,0.436,0.54,0.443,0.487
1006,0.453,0.367,0.367,0.446,0.346,0.397
1007,0.348,0.282,0.282,0.331,0.232,0.292
1008,0.228,0.184,0.184,0.211,0.114,0.18
1009,0.108,0.114,0.114,0.096,0.047,0.102
1010,0.044,0.048,0.048,0.043,0.039,0.049
1011,0.035,0.04,0.04,0.034,0.028,0.038
1012,0.024,0.027,0.027,0.021,0.006,0.022
1013,0.006,0.007,0.007,0.008,0.017,0.012
1014,0.016,0.019,0.019,0.021,0.034,0.026
1015,0.034,0.038,0.038,0.044,0.062,0.051
1016,0.064,0.064,0.064,0.08,0.113,0.091
1017,0.118,0.114,0.114,0.145,0.198,0.155
1018,0.204,0.192,0.192,0.229,0.267,0.233
1019,0.273,0.26,0.26,0.307,0.35,0.308
1020,0.354,0.325,0.325,0.388,0.45,0.384
1021,0.441,0.399,0.399,0.461,0.477,0.441
1022,0.458,0.412,0.412,0.477,0.497,0.458
1023,0.469,0.424,0.424,0.49,0.523,0.478
1024,0.494,0.449,0.449,0.519,0.584,0.511
1025,0.553,0.49,0.49,0.56,0.532,0.534
1026,0.527,0.464,0.464,0.56,0.644,0.546
1027,0.617,0.558,0.558,0.628,0.642,0.59
1028,0.603,0.563,0.563,0.593,0.536,0.543
1029,0.496,0.475,0.475,0.49,0.461,0.459
1030,0.412,0.404,0.404,0.404,0.363,0.394
1031,0.311,0.311,0.311,0.303,0.242,0.297
1032,0.201,0.199,0.199,0.176,0.053,0.17
1033,0.046,0.047,0.047,0.045,0.034,0.049
1034,0.028,0.03,0.03,0.027,0.016,0.029
1035,0.014,0.015,0.015,0.016,0.02,0.019
1036,0.017,0.018,0.018,0.017,0.012,0.02
1037,0.012,0.014,0.014,0.02,0.044,0.03
1038,0.045,0.049,0.049,0.065,0.111,0.083
1039,0.113,0.12,0.12,0.148,0.207,0.164
1040,0.207,0.206,0.206,0.222,0.222,0.226
1041,0.224,0.222,0.222,0.232,0.208,0.233
1042,0.21,0.208,0.208,0.224,0.235,0.235
1043,0.236,0.239,0.239,0.259,0.288,0.274
1044,0.287,0.285,0.285,0.307,0.331,0.32
1045,0.322,0.317,0.317,0.337,0.346,0.348
1046,0.328,0.326,0.326,0.354,0.396,0.375
1047,0.372,0.374,0.374,0.418,0.541,0.463
1048,0.498,0.5,0.5,0.55,0.7,0.608
1049,0.652,0.636,0.636,0.7,0.808,0.739
1050,0.776,0.718,0.718,0.754,0.633,0.731
1051,0.601,0.562,0.562,0.549,0.35,0.509
1052,0.332,0.327,0.327,0.321,0.275,0.311
1053,0.251,0.256,0.256,0.243,0.212,0.24
1054,0.187,0.193,0.193,0.175,0.14,0.179
1055,0.121,0.128,0.128,0.117,0.101,0.123
1056,0.084,0.089,0.089,0.08,0.054,0.086
1057,0.046,0.049,0.049,0.045,0.035,0.049
1058,0.029,0.03,0.03,0.028,0.016,0.03
1059,0.014,0.015,0.015,0.016,0.021,0.019
1060,0.017,0.018,0.018,0.017,0.012,0.02
1061,0.012,0.014,0.014,0.02,0.045,0.031
1062,0.046,0.049,0.049,0.067,0.113,0.087
1063,0.116,0.122,0.122,0.149,0.213,0.169
1064,0.209,0.21,0.21,0.223,0.227,0.23
1065,0.226,0.226,0.226,0.23,0.212,0.235
