Hour,WEC_SDGE_biomass_1.0,WEC_SDGE_hydroelectric_pumped_storage_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_2.0,WEC_SDGE_natural_gas_fired_combined_cycle_3.0,WEC_SDGE_natural_gas_fired_combined_cycle_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_1.0,WEC_SDGE_natural_gas_fired_combustion_turbine_2.0,WEC_SDGE_natural_gas_fired_combustion_turbine_3.0,WEC_SDGE_natural_gas_fired_combustion_turbine_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_5.0,WEC_SDGE_natural_gas_fired_combustion_turbine_6.0,WEC_SDGE_natural_gas_fired_combustion_turbine_7.0,WEC_SDGE_natural_gas_fired_combustion_turbine_8.0,WEC_SDGE_natural_gas_fired_combustion_turbine_9.0,WEC_SDGE_natural_gas_fired_combustion_turbine_10.0,WEC_SDGE_natural_gas_fired_combustion_turbine_11.0,WEC_SDGE_natural_gas_fired_combustion_turbine_12.0,WEC_SDGE_onshore_wind_turbine_1.0,WEC_SDGE_small_hydroelectric_1.0,WEC_SDGE_solar_photovoltaic_1.0
2403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7645,0.4351,0.055
2404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7787,0.4351,0
2405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8244,0.4351,0
2406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6983,0.4351,0
2407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7444,0.4351,0
2408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6714,0.4351,0
2409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7505,0.4351,0
2410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7803,0.4351,0
2411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.529,0.4351,0
2412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4621,0.4351,0
2413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3703,0.4351,0
2414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6396,0.4351,0
2415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3409,0.4351,0.0553
2416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2269,0.4351,0.2211
2417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7691,0.4351,0.4776
2418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6046,0.4351,0.5757
2419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.511,0.4351,0.6039
2420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4233,0.4351,0.6139
2421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2394,0.4351,0.6446
2422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2973,0.4351,0.6455
2423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2262,0.4351,0.6241
2424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3006,0.4351,0.5695
2425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2628,0.4351,0.4678
2426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3613,0.4351,0.3236
2427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2418,0.4351,0.0477
2428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2823,0.4351,0
2429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3305,0.4351,0
2430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4414,0.4351,0
2431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5812,0.4351,0
2432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6637,0.4351,0
2433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4494,0.4351,0
2434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4788,0.4351,0
2435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5907,0.4351,0
2436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6463,0.4351,0
2437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7048,0.4351,0
2438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5456,0.4351,0
2439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594,0.4351,0.2091
2440,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5366,0.4351,0.4369
2441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3695,0.4351,0.5907
2442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2986,0.4351,0.6455
2443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3293,0.4351,0.6744
2444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4143,0.4351,0.7076
2445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2949,0.4351,0.7204
2446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2815,0.4351,0.7297
2447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1849,0.4351,0.6432
2448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1132,0.4351,0.5505
2449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3175,0.4351,0.3607
2450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4184,0.4351,0.2031
2451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4332,0.4351,0.0264
2452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3861,0.4351,0
2453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4006,0.4351,0
2454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4541,0.4351,0
2455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4747,0.4351,0
2456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.48,0.4351,0
2457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4436,0.4351,0
2458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3985,0.4351,0
2459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4783,0.4351,0
2460,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4089,0.4351,0
2461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4242,0.4351,0
2462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4693,0.4351,0
2463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3119,0.4351,0.1387
2464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1579,0.4351,0.3272
2465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3932,0.4351,0.5035
2466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2367,0.4351,0.5033
2467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2592,0.4351,0.5312
2468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5557,0.4351,0.5275
2469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5802,0.4351,0.5274
2470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6575,0.4351,0.5026
2471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6883,0.4351,0.4332
2472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5301,0.4351,0.3696
2473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7952,0.4351,0.2219
2474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8373,0.4351,0.1489
2475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8162,0.4351,0.0016
2476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8447,0.4351,0
2477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8581,0.4351,0
2478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8776,0.4351,0
2479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8838,0.4351,0
2480,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8883,0.4351,0
2481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8871,0.4351,0
2482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8856,0.4351,0
2483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8901,0.4351,0
2484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8808,0.4351,0
2485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8871,0.4351,0
2486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8807,0.4351,0
2487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.887,0.4351,0.1959
2488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8147,0.4351,0.3959
2489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8299,0.4351,0.5466
2490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8367,0.4351,0.6112
2491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8926,0.4351,0.6511
2492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7571,0.4351,0.6628
2493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6411,0.4351,0.6654
2494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8042,0.4351,0.6741
2495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5158,0.4351,0.6382
2496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6789,0.4351,0.5797
2497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6204,0.4351,0.4702
2498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6239,0.4351,0.3063
2499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6697,0.4351,0.0532
2500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5336,0.4351,0
2501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4451,0.4351,0
2502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4087,0.4351,0
2503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2199,0.4351,0
2504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3004,0.4351,0
2505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1961,0.4351,0
2506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2516,0.4351,0
2507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2703,0.4351,0
2508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2571,0.4351,0
2509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2582,0.4351,0
2510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.312,0.4351,0
2511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2358,0.4351,0.2249
2512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0325,0.4351,0.4394
2513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.4351,0.5948
2514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0004,0.4351,0.6805
2515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0005,0.4351,0.7369
2516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0014,0.4351,0.7455
2517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0111,0.4351,0.754
2518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0763,0.4351,0.7723
2519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0787,0.4351,0.729
2520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0168,0.4351,0.6607
2521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.036,0.4351,0.5409
2522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0715,0.4351,0.3432
2523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0747,0.4351,0.1121
2524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0603,0.4351,0
2525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052,0.4351,0
2526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0495,0.4351,0
2527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0512,0.4351,0
2528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0439,0.4351,0
2529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0616,0.4351,0
2530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0275,0.4351,0
2531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0133,0.4351,0
2532,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0031,0.4351,0
2533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0777,0.4351,0
2534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1175,0.4351,0
2535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0989,0.4351,0.221
2536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0655,0.4351,0.4287
2537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0095,0.4351,0.5865
2538,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0629,0.4351,0.6682
2539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1115,0.4351,0.7165
2540,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1515,0.4351,0.7314
2541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3023,0.4351,0.7374
2542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5585,0.4351,0.7575
2543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6214,0.4351,0.7173
2544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5215,0.4351,0.6606
2545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0927,0.4351,0.5412
2546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.036,0.4351,0.3421
2547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0274,0.4351,0.11
2548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0518,0.4351,0
2549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0527,0.4351,0
2550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0515,0.4351,0
2551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0393,0.4351,0
2552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.051,0.4351,0
2553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0819,0.4351,0
2554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.114,0.4351,0
2555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1202,0.4351,0
2556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0339,0.4351,0
2557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0253,0.4351,0
2558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0615,0.4351,0
2559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0317,0.4351,0.2368
2560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0116,0.4351,0.4427
2561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.4351,0.5866
2562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.4351,0.6632
2563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0102,0.4351,0.7173
2564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0669,0.4351,0.7367
2565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.159,0.4351,0.7444
2566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1289,0.4351,0.7626
2567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0623,0.4351,0.7178
2568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0699,0.4351,0.6573
2569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0755,0.4351,0.5395
2570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0912,0.4351,0.351
2571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0863,0.4351,0.1289
2572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0808,0.4351,0
2573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0721,0.4351,0
2574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0728,0.4351,0
2575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0716,0.4351,0
2576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1546,0.4351,0
2577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1698,0.4351,0
2578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3335,0.4351,0
2579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4534,0.4351,0
2580,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4168,0.4351,0
2581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3793,0.4351,0
2582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4239,0.4351,0
2583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4393,0.4351,0.2366
2584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1753,0.4351,0.4387
2585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1153,0.4351,0.5564
2586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1264,0.4351,0.6469
2587,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1403,0.4351,0.7086
2588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3412,0.4351,0.716
2589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4647,0.4351,0.6955
2590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3851,0.4351,0.6669
2591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3056,0.4351,0.6655
2592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2718,0.4351,0.6213
2593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4146,0.4351,0.53
2594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3226,0.4351,0.3456
2595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2854,0.4351,0.1256
2596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2403,0.4351,0
2597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3766,0.4351,0
2598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5457,0.4351,0
2599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6694,0.4351,0
2600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6575,0.4351,0
2601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.596,0.4351,0
2602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7218,0.4351,0
2603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6558,0.4351,0
2604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5398,0.4351,0
2605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3912,0.4351,0
2606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6837,0.4351,0
2607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4833,0.4351,0.2161
2608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3065,0.4351,0.4184
2609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0116,0.4351,0.575
2610,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.4351,0.6574
2611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0033,0.4351,0.7066
2612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0352,0.4351,0.7299
2613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1553,0.4351,0.7325
2614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1024,0.4351,0.7434
2615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1735,0.4351,0.7014
2616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1315,0.4351,0.6386
2617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0306,0.4351,0.519
2618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.021,0.4351,0.3277
2619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0247,0.4351,0.1009
2620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0115,0.4351,0
2621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0135,0.4351,0
2622,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0136,0.4351,0
2623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0104,0.4351,0
2624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0228,0.4351,0
2625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.029,0.4351,0
2626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0096,0.4351,0
2627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0123,0.4351,0
2628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0178,0.4351,0
2629,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0105,0.4351,0
2630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0148,0.4351,0
2631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0419,0.4351,0.231
2632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0279,0.4351,0.4206
2633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0294,0.4351,0.5735
2634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1942,0.4351,0.6506
2635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3955,0.4351,0.7022
2636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6005,0.4351,0.7132
2637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5553,0.4351,0.7208
2638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3735,0.4351,0.7317
2639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5357,0.4351,0.692
2640,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3688,0.4351,0.6272
2641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.242,0.4351,0.5142
2642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0953,0.4351,0.3282
2643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0552,0.4351,0.1128
2644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0894,0.4351,0
2645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0636,0.4351,0
2646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0343,0.4351,0
2647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0234,0.4351,0
2648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0366,0.4351,0
2649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0358,0.4351,0
2650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0483,0.4351,0
2651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0615,0.4351,0
2652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0846,0.4351,0
2653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0857,0.4351,0
2654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1003,0.4351,0
2655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2208,0.4351,0.2343
2656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1805,0.4351,0.4308
2657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0401,0.4351,0.5709
