,ev_load_shifting_z1,ev_load_shifting_z2,ev_load_shifting_z3,ev_load_shifting_z4,ev_load_shifting_z5,ev_load_shifting_z6
2453,0.25,0.144,0.261,0.18,0.206,0.25
2454,0.312,0.177,0.353,0.288,0.257,0.453
2455,0.568,0.315,0.507,0.436,0.454,0.595
2456,0.73,0.46,0.566,0.487,0.592,0.558
2457,0.67,0.485,0.525,0.453,0.552,0.485
2458,0.574,0.443,0.481,0.43,0.495,0.496
2459,0.57,0.434,0.488,0.447,0.521,0.485
2460,0.554,0.448,0.472,0.453,0.513,0.465
2461,0.531,0.45,0.463,0.466,0.504,0.486
2462,0.542,0.47,0.473,0.488,0.524,0.471
2463,0.531,0.487,0.469,0.496,0.515,0.489
2464,0.553,0.498,0.487,0.522,0.539,0.537
2465,0.61,0.533,0.504,0.509,0.587,0.583
2466,0.647,0.506,0.536,0.52,0.574,0.573
2467,0.642,0.517,0.54,0.518,0.554,0.566
2468,0.635,0.519,0.554,0.511,0.549,0.604
2469,0.639,0.52,0.552,0.49,0.578,0.549
2470,0.573,0.484,0.495,0.428,0.52,0.496
2471,0.503,0.423,0.439,0.36,0.46,0.4
2472,0.396,0.346,0.368,0.277,0.356,0.316
2473,0.306,0.261,0.295,0.2,0.272,0.229
2474,0.24,0.189,0.246,0.153,0.212,0.197
2475,0.215,0.147,0.23,0.14,0.19,0.195
2476,0.218,0.139,0.236,0.151,0.193,0.21
2477,0.243,0.151,0.261,0.185,0.212,0.246
2478,0.302,0.182,0.35,0.295,0.265,0.448
2479,0.548,0.321,0.501,0.445,0.47,0.593
2480,0.713,0.468,0.566,0.499,0.59,0.551
2481,0.662,0.498,0.527,0.469,0.561,0.484
2482,0.57,0.461,0.483,0.453,0.512,0.491
2483,0.567,0.458,0.489,0.473,0.548,0.478
2484,0.548,0.476,0.476,0.477,0.55,0.46
2485,0.526,0.475,0.469,0.49,0.551,0.479
2486,0.532,0.496,0.48,0.513,0.58,0.465
2487,0.51,0.514,0.47,0.528,0.581,0.473
2488,0.529,0.532,0.489,0.558,0.613,0.522
2489,0.571,0.569,0.504,0.54,0.668,0.567
2490,0.601,0.536,0.529,0.544,0.619,0.557
2491,0.595,0.541,0.529,0.533,0.597,0.552
2492,0.594,0.533,0.542,0.522,0.579,0.585
2493,0.611,0.529,0.545,0.501,0.598,0.536
2494,0.555,0.495,0.496,0.441,0.538,0.491
2495,0.498,0.436,0.445,0.375,0.48,0.395
2496,0.399,0.359,0.383,0.304,0.375,0.36
2497,0.339,0.296,0.348,0.25,0.311,0.29
2498,0.276,0.239,0.297,0.195,0.246,0.236
2499,0.229,0.185,0.27,0.162,0.201,0.236
2500,0.23,0.163,0.269,0.158,0.2,0.221
2501,0.219,0.154,0.263,0.158,0.186,0.228
2502,0.232,0.155,0.3,0.213,0.197,0.288
2503,0.341,0.217,0.393,0.337,0.294,0.523
2504,0.603,0.367,0.557,0.492,0.495,0.613
2505,0.706,0.507,0.629,0.571,0.59,0.67
2506,0.747,0.583,0.666,0.631,0.657,0.704
2507,0.758,0.643,0.69,0.674,0.705,0.702
2508,0.741,0.676,0.679,0.688,0.715,0.69
2509,0.719,0.69,0.66,0.694,0.722,0.65
2510,0.671,0.695,0.633,0.685,0.703,0.611
2511,0.631,0.682,0.616,0.688,0.684,0.615
2512,0.642,0.692,0.635,0.705,0.708,0.631
2513,0.656,0.713,0.618,0.649,0.725,0.613
2514,0.621,0.631,0.621,0.64,0.62,0.681
2515,0.691,0.648,0.671,0.663,0.687,0.693
2516,0.711,0.665,0.685,0.642,0.694,0.69
2517,0.697,0.64,0.671,0.611,0.682,0.714
2518,0.704,0.619,0.651,0.575,0.685,0.608
2519,0.59,0.56,0.554,0.47,0.568,0.502
2520,0.473,0.454,0.453,0.361,0.444,0.357
2521,0.415,0.439,0.474,0.363,0.397,0.382
2522,0.334,0.348,0.419,0.303,0.309,0.356
2523,0.309,0.297,0.398,0.277,0.278,0.346
2524,0.299,0.273,0.389,0.259,0.261,0.328
2525,0.289,0.255,0.38,0.258,0.246,0.333
2526,0.301,0.25,0.423,0.35,0.264,0.459
2527,0.436,0.372,0.507,0.442,0.41,0.482
2528,0.488,0.444,0.552,0.514,0.459,0.539
2529,0.563,0.52,0.627,0.627,0.547,0.666
2530,0.709,0.648,0.738,0.762,0.693,0.727
2531,0.77,0.776,0.792,0.831,0.777,0.748
2532,0.785,0.837,0.828,0.881,0.816,0.787
2533,0.827,0.891,0.865,0.916,0.874,0.754
2534,0.803,0.917,0.861,0.916,0.869,0.741
2535,0.794,0.918,0.867,0.937,0.88,0.763
2536,0.814,0.943,0.904,0.955,0.91,0.821
2537,0.866,0.975,0.884,0.875,0.963,0.812
2538,0.797,0.852,0.867,0.831,0.789,0.832
2539,0.813,0.824,0.865,0.811,0.798,0.851
2540,0.832,0.812,0.864,0.782,0.799,0.838
2541,0.802,0.783,0.825,0.723,0.771,0.799
2542,0.744,0.718,0.756,0.647,0.717,0.726
2543,0.656,0.639,0.673,0.559,0.63,0.614
2544,0.542,0.548,0.562,0.455,0.512,0.412
2545,0.386,0.427,0.432,0.345,0.363,0.344
2546,0.326,0.334,0.388,0.297,0.307,0.315
2547,0.298,0.291,0.364,0.271,0.274,0.297
2548,0.287,0.264,0.358,0.259,0.257,0.308
2549,0.305,0.257,0.376,0.283,0.265,0.334
2550,0.345,0.273,0.449,0.41,0.307,0.526
2551,0.549,0.44,0.571,0.528,0.525,0.56
2552,0.616,0.536,0.607,0.571,0.592,0.549
2553,0.623,0.572,0.625,0.605,0.63,0.548
2554,0.634,0.608,0.654,0.664,0.665,0.578
2555,0.674,0.675,0.692,0.715,0.739,0.583
2556,0.698,0.72,0.716,0.739,0.778,0.562
2557,0.705,0.742,0.734,0.765,0.802,0.573
2558,0.733,0.773,0.769,0.803,0.839,0.581
2559,0.759,0.808,0.804,0.852,0.879,0.619
2560,0.808,0.86,0.849,0.881,0.941,0.655
2561,0.844,0.899,0.809,0.802,1,0.668
2562,0.752,0.786,0.807,0.771,0.804,0.65
2563,0.738,0.768,0.783,0.735,0.769,0.605
2564,0.679,0.725,0.744,0.691,0.689,0.647
2565,0.685,0.695,0.729,0.663,0.694,0.633
2566,0.641,0.66,0.671,0.598,0.653,0.581
2567,0.566,0.589,0.596,0.519,0.57,0.511
2568,0.484,0.509,0.524,0.439,0.477,0.417
2569,0.388,0.423,0.447,0.361,0.372,0.354
2570,0.329,0.35,0.399,0.312,0.31,0.325
2571,0.301,0.305,0.374,0.284,0.276,0.304
2572,0.29,0.277,0.365,0.271,0.259,0.312
2573,0.307,0.269,0.382,0.294,0.268,0.337
2574,0.348,0.285,0.457,0.421,0.313,0.532
2575,0.553,0.451,0.575,0.539,0.531,0.554
2576,0.616,0.545,0.612,0.577,0.596,0.545
2577,0.623,0.579,0.627,0.612,0.625,0.54
2578,0.63,0.612,0.652,0.672,0.659,0.584
2579,0.667,0.682,0.689,0.718,0.73,0.595
2580,0.685,0.722,0.709,0.745,0.764,0.591
2581,0.692,0.746,0.728,0.772,0.785,0.613
2582,0.72,0.779,0.76,0.807,0.823,0.638
2583,0.746,0.814,0.79,0.851,0.858,0.687
2584,0.796,0.859,0.836,0.882,0.915,0.741
2585,0.836,0.899,0.801,0.798,0.969,0.746
2586,0.752,0.782,0.8,0.762,0.783,0.727
2587,0.735,0.758,0.768,0.723,0.744,0.666
2588,0.677,0.713,0.73,0.676,0.664,0.696
2589,0.685,0.68,0.718,0.647,0.673,0.674
2590,0.644,0.645,0.659,0.581,0.634,0.607
2591,0.566,0.573,0.59,0.502,0.553,0.532
2592,0.486,0.492,0.516,0.407,0.462,0.428
2593,0.39,0.392,0.44,0.326,0.355,0.357
2594,0.331,0.315,0.394,0.277,0.298,0.325
2595,0.303,0.271,0.369,0.251,0.267,0.304
2596,0.291,0.245,0.363,0.241,0.251,0.313
2597,0.309,0.239,0.381,0.269,0.261,0.338
2598,0.35,0.26,0.453,0.393,0.305,0.53
2599,0.552,0.424,0.567,0.513,0.521,0.565
2600,0.612,0.52,0.598,0.543,0.582,0.556
2601,0.616,0.547,0.609,0.561,0.603,0.554
2602,0.628,0.564,0.632,0.603,0.627,0.601
2603,0.666,0.615,0.668,0.643,0.685,0.618
2604,0.69,0.649,0.693,0.661,0.716,0.617
2605,0.697,0.663,0.712,0.679,0.731,0.641
2606,0.725,0.687,0.743,0.708,0.765,0.664
2607,0.751,0.713,0.771,0.739,0.799,0.713
2608,0.799,0.749,0.818,0.77,0.856,0.76
2609,0.839,0.778,0.782,0.69,0.905,0.748
2610,0.751,0.691,0.796,0.682,0.743,0.714
2611,0.737,0.668,0.761,0.647,0.705,0.644
2612,0.681,0.636,0.725,0.616,0.632,0.665
2613,0.69,0.618,0.712,0.594,0.644,0.639
2614,0.651,0.59,0.66,0.536,0.61,0.575
2615,0.575,0.528,0.588,0.467,0.533,0.502
2616,0.495,0.456,0.515,0.392,0.447,0.395
2617,0.399,0.374,0.437,0.314,0.348,0.334
2618,0.336,0.304,0.389,0.267,0.291,0.305
2619,0.307,0.261,0.365,0.242,0.26,0.288
2620,0.294,0.236,0.357,0.232,0.244,0.296
2621,0.311,0.23,0.374,0.261,0.254,0.323
2622,0.351,0.253,0.447,0.383,0.298,0.513
2623,0.554,0.413,0.566,0.502,0.508,0.542
2624,0.622,0.509,0.596,0.531,0.566,0.529
2625,0.626,0.532,0.609,0.546,0.592,0.52
2626,0.643,0.549,0.64,0.586,0.62,0.554
2627,0.688,0.599,0.678,0.622,0.681,0.561
2628,0.718,0.629,0.702,0.643,0.712,0.548
2629,0.728,0.647,0.72,0.663,0.73,0.564
2630,0.758,0.672,0.753,0.695,0.768,0.578
2631,0.784,0.695,0.779,0.724,0.809,0.623
2632,0.829,0.727,0.817,0.746,0.869,0.664
2633,0.861,0.765,0.787,0.686,0.922,0.678
2634,0.759,0.674,0.792,0.665,0.752,0.659
2635,0.748,0.662,0.764,0.64,0.719,0.6
2636,0.693,0.628,0.73,0.604,0.649,0.635
2637,0.699,0.609,0.715,0.583,0.66,0.616
2638,0.659,0.582,0.663,0.528,0.62,0.555
2639,0.583,0.52,0.591,0.458,0.541,0.486
2640,0.495,0.447,0.515,0.377,0.454,0.395
2641,0.401,0.359,0.44,0.297,0.353,0.335
2642,0.342,0.286,0.393,0.249,0.297,0.307
2643,0.312,0.243,0.368,0.224,0.265,0.287
2644,0.299,0.218,0.36,0.216,0.249,0.296
2645,0.315,0.214,0.376,0.243,0.259,0.321
2646,0.355,0.235,0.449,0.359,0.303,0.51
2647,0.557,0.39,0.562,0.481,0.518,0.541
2648,0.629,0.488,0.6,0.508,0.582,0.53
2649,0.632,0.511,0.616,0.526,0.61,0.523
2650,0.647,0.526,0.643,0.56,0.641,0.557
2651,0.693,0.572,0.679,0.597,0.705,0.562
2652,0.723,0.602,0.7,0.614,0.735,0.551
2653,0.732,0.616,0.718,0.625,0.752,0.567
2654,0.765,0.633,0.748,0.648,0.784,0.581
2655,0.791,0.654,0.778,0.679,0.818,0.623
2656,0.84,0.689,0.824,0.698,0.878,0.671
2657,0.869,0.718,0.786,0.648,0.931,0.687
2658,0.75,0.631,0.785,0.622,0.756,0.67
2659,0.739,0.617,0.751,0.596,0.72,0.608
2660,0.679,0.585,0.713,0.563,0.646,0.637
2661,0.682,0.566,0.698,0.55,0.654,0.615
2662,0.643,0.548,0.649,0.503,0.62,0.555
2663,0.572,0.495,0.582,0.44,0.546,0.492
2664,0.497,0.427,0.52,0.383,0.466,0.451
2665,0.431,0.371,0.479,0.316,0.39,0.368
2666,0.348,0.301,0.417,0.257,0.306,0.342
2667,0.32,0.251,0.397,0.232,0.274,0.335
2668,0.308,0.229,0.386,0.218,0.257,0.319
2669,0.298,0.213,0.378,0.22,0.243,0.327
2670,0.312,0.211,0.427,0.307,0.261,0.461
2671,0.456,0.33,0.513,0.411,0.417,0.482
2672,0.512,0.414,0.564,0.478,0.47,0.539
2673,0.583,0.484,0.644,0.584,0.564,0.668
2674,0.724,0.606,0.755,0.704,0.716,0.729
2675,0.778,0.718,0.803,0.756,0.799,0.739
2676,0.79,0.761,0.836,0.785,0.834,0.774
2677,0.821,0.795,0.865,0.804,0.888,0.726
2678,0.8,0.805,0.856,0.796,0.878,0.706
2679,0.789,0.798,0.864,0.803,0.883,0.714
2680,0.801,0.806,0.894,0.815,0.91,0.766
2681,0.835,0.831,0.855,0.74,0.957,0.745
2682,0.741,0.719,0.839,0.703,0.745,0.76
2683,0.763,0.703,0.835,0.699,0.769,0.772
2684,0.78,0.702,0.832,0.685,0.764,0.764
2685,0.757,0.685,0.797,0.645,0.737,0.733
2686,0.706,0.64,0.734,0.586,0.685,0.668
2687,0.631,0.578,0.659,0.508,0.61,0.571
2688,0.528,0.495,0.559,0.416,0.502,0.445
