,ev_load_shifting_z5,ev_load_shifting_z1,ev_load_shifting_z2,ev_load_shifting_z3,ev_load_shifting_z6,ev_load_shifting_z4
1,0.122,0.099,0.099,0.104,0.049,0.093
2,0.049,0.041,0.041,0.048,0.042,0.044
3,0.04,0.033,0.033,0.038,0.03,0.033
4,0.027,0.021,0.021,0.023,0.006,0.019
5,0.007,0.005,0.005,0.009,0.018,0.01
6,0.019,0.015,0.015,0.024,0.036,0.024
7,0.039,0.028,0.028,0.049,0.063,0.048
8,0.073,0.054,0.054,0.09,0.119,0.087
9,0.139,0.103,0.103,0.165,0.208,0.153
10,0.237,0.176,0.176,0.257,0.278,0.229
11,0.311,0.237,0.237,0.346,0.372,0.309
12,0.406,0.307,0.307,0.438,0.471,0.389
13,0.498,0.377,0.377,0.515,0.497,0.451
14,0.514,0.393,0.393,0.531,0.517,0.469
15,0.528,0.409,0.409,0.548,0.559,0.492
16,0.554,0.438,0.438,0.584,0.625,0.529
17,0.615,0.479,0.479,0.613,0.561,0.55
18,0.576,0.458,0.458,0.61,0.68,0.565
19,0.709,0.557,0.557,0.701,0.667,0.627
20,0.696,0.54,0.54,0.665,0.565,0.579
21,0.587,0.454,0.454,0.561,0.472,0.487
22,0.484,0.374,0.374,0.457,0.367,0.396
23,0.367,0.288,0.288,0.341,0.25,0.297
24,0.236,0.184,0.184,0.207,0.051,0.164
25,0.053,0.045,0.045,0.052,0.033,0.045
26,0.033,0.028,0.028,0.032,0.016,0.027
27,0.016,0.014,0.014,0.018,0.02,0.017
28,0.019,0.016,0.016,0.02,0.012,0.017
29,0.014,0.013,0.013,0.023,0.044,0.026
30,0.052,0.045,0.045,0.074,0.112,0.073
31,0.13,0.108,0.108,0.172,0.206,0.154
32,0.241,0.19,0.19,0.263,0.227,0.217
33,0.261,0.211,0.211,0.275,0.216,0.226
34,0.248,0.204,0.204,0.269,0.247,0.23
35,0.277,0.234,0.234,0.313,0.303,0.271
36,0.34,0.283,0.283,0.366,0.347,0.316
37,0.384,0.319,0.319,0.404,0.356,0.347
38,0.392,0.329,0.329,0.422,0.408,0.373
39,0.45,0.382,0.382,0.507,0.556,0.458
40,0.598,0.508,0.508,0.672,0.717,0.599
41,0.784,0.65,0.65,0.843,0.844,0.729
42,0.919,0.741,0.741,0.913,0.659,0.744
43,0.734,0.583,0.583,0.665,0.367,0.529
44,0.413,0.332,0.332,0.392,0.284,0.324
45,0.318,0.256,0.256,0.304,0.217,0.25
46,0.243,0.191,0.191,0.22,0.142,0.181
47,0.156,0.123,0.123,0.143,0.101,0.122
48,0.106,0.083,0.083,0.097,0.06,0.087
49,0.053,0.046,0.046,0.054,0.038,0.05
50,0.033,0.028,0.028,0.033,0.018,0.03
51,0.016,0.014,0.014,0.019,0.023,0.019
52,0.02,0.016,0.016,0.02,0.013,0.019
53,0.014,0.012,0.012,0.024,0.051,0.029
54,0.053,0.043,0.043,0.078,0.128,0.082
55,0.134,0.1,0.1,0.18,0.236,0.169
56,0.242,0.179,0.179,0.274,0.258,0.234
57,0.259,0.199,0.199,0.285,0.244,0.243
58,0.239,0.196,0.196,0.277,0.276,0.245
59,0.262,0.225,0.225,0.322,0.336,0.287
60,0.32,0.276,0.276,0.376,0.388,0.337
61,0.358,0.313,0.313,0.414,0.398,0.37
62,0.364,0.326,0.326,0.432,0.461,0.398
63,0.417,0.379,0.379,0.516,0.625,0.488
64,0.559,0.504,0.504,0.687,0.812,0.64
65,0.736,0.653,0.653,0.869,0.955,0.781
66,0.865,0.752,0.752,0.941,0.74,0.796
67,0.698,0.603,0.603,0.688,0.41,0.571
68,0.394,0.344,0.344,0.407,0.317,0.348
69,0.304,0.265,0.265,0.318,0.244,0.269
70,0.235,0.202,0.202,0.232,0.159,0.195
71,0.15,0.128,0.128,0.15,0.112,0.131
72,0.101,0.085,0.085,0.093,0.06,0.085
73,0.052,0.041,0.041,0.051,0.038,0.047
74,0.032,0.024,0.024,0.031,0.018,0.028
75,0.016,0.012,0.012,0.018,0.023,0.018
76,0.019,0.013,0.013,0.019,0.013,0.018
77,0.014,0.01,0.01,0.023,0.05,0.028
78,0.051,0.036,0.036,0.073,0.125,0.078
79,0.129,0.086,0.086,0.167,0.228,0.158
80,0.237,0.159,0.159,0.254,0.253,0.22
81,0.252,0.179,0.179,0.26,0.238,0.227
82,0.233,0.176,0.176,0.251,0.27,0.231
83,0.254,0.202,0.202,0.293,0.331,0.274
84,0.308,0.254,0.254,0.34,0.379,0.319
85,0.346,0.288,0.288,0.374,0.386,0.349
86,0.352,0.299,0.299,0.389,0.443,0.377
87,0.405,0.349,0.349,0.463,0.598,0.466
88,0.542,0.464,0.464,0.614,0.783,0.613
89,0.712,0.6,0.6,0.767,0.916,0.745
90,0.837,0.686,0.686,0.844,0.716,0.767
91,0.67,0.554,0.554,0.621,0.393,0.554
92,0.377,0.317,0.317,0.367,0.304,0.339
93,0.291,0.244,0.244,0.286,0.234,0.265
94,0.224,0.186,0.186,0.207,0.15,0.191
95,0.143,0.119,0.119,0.134,0.104,0.125
96,0.096,0.079,0.079,0.086,0.052,0.08
97,0.052,0.04,0.04,0.047,0.033,0.044
98,0.032,0.024,0.024,0.029,0.016,0.025
99,0.016,0.012,0.012,0.017,0.02,0.016
100,0.019,0.013,0.013,0.018,0.012,0.017
101,0.014,0.01,0.01,0.021,0.045,0.027
102,0.052,0.036,0.036,0.069,0.113,0.074
103,0.131,0.085,0.085,0.16,0.207,0.152
104,0.24,0.159,0.159,0.244,0.228,0.211
105,0.256,0.182,0.182,0.253,0.215,0.22
106,0.238,0.183,0.183,0.243,0.238,0.221
107,0.258,0.211,0.211,0.283,0.293,0.264
108,0.311,0.262,0.262,0.331,0.335,0.31
109,0.346,0.296,0.296,0.363,0.343,0.341
110,0.349,0.306,0.306,0.381,0.395,0.369
111,0.399,0.356,0.356,0.454,0.54,0.454
112,0.529,0.473,0.473,0.601,0.707,0.598
113,0.688,0.607,0.607,0.748,0.818,0.723
114,0.805,0.69,0.69,0.815,0.645,0.747
115,0.64,0.544,0.544,0.599,0.359,0.536
116,0.364,0.311,0.311,0.355,0.277,0.329
117,0.282,0.24,0.24,0.276,0.214,0.254
118,0.215,0.181,0.181,0.199,0.137,0.182
119,0.138,0.117,0.117,0.128,0.095,0.119
120,0.094,0.079,0.079,0.083,0.049,0.078
121,0.05,0.043,0.043,0.046,0.031,0.042
122,0.031,0.026,0.026,0.028,0.015,0.025
123,0.015,0.013,0.013,0.016,0.019,0.016
124,0.018,0.015,0.015,0.017,0.011,0.016
125,0.013,0.011,0.011,0.02,0.043,0.025
126,0.049,0.039,0.039,0.066,0.106,0.07
127,0.124,0.093,0.093,0.154,0.196,0.147
128,0.228,0.171,0.171,0.236,0.221,0.208
129,0.245,0.194,0.194,0.247,0.212,0.221
130,0.229,0.192,0.192,0.239,0.238,0.224
131,0.254,0.221,0.221,0.279,0.295,0.271
132,0.307,0.27,0.27,0.326,0.34,0.318
133,0.344,0.305,0.305,0.359,0.346,0.352
134,0.35,0.315,0.315,0.375,0.398,0.38
135,0.4,0.366,0.366,0.446,0.534,0.467
136,0.533,0.486,0.486,0.587,0.694,0.613
137,0.7,0.622,0.622,0.732,0.807,0.74
138,0.821,0.701,0.701,0.786,0.628,0.75
139,0.645,0.544,0.544,0.578,0.35,0.536
140,0.361,0.31,0.31,0.341,0.272,0.329
141,0.276,0.239,0.239,0.266,0.211,0.257
142,0.212,0.181,0.181,0.194,0.137,0.185
143,0.137,0.118,0.118,0.128,0.097,0.126
144,0.099,0.087,0.087,0.104,0.125,0.104
145,0.123,0.106,0.106,0.106,0.05,0.093
146,0.05,0.044,0.044,0.049,0.042,0.044
147,0.041,0.036,0.036,0.039,0.03,0.034
148,0.028,0.023,0.023,0.023,0.006,0.019
149,0.007,0.006,0.006,0.009,0.018,0.01
150,0.019,0.016,0.016,0.024,0.037,0.023
151,0.038,0.03,0.03,0.049,0.065,0.047
152,0.073,0.057,0.057,0.089,0.124,0.088
153,0.139,0.11,0.11,0.163,0.216,0.157
154,0.239,0.189,0.189,0.254,0.287,0.234
155,0.314,0.255,0.255,0.338,0.377,0.318
156,0.412,0.33,0.33,0.426,0.473,0.402
157,0.504,0.402,0.402,0.501,0.494,0.465
158,0.524,0.417,0.417,0.519,0.515,0.486
159,0.54,0.431,0.431,0.535,0.54,0.508
160,0.567,0.458,0.458,0.568,0.603,0.547
161,0.626,0.5,0.5,0.597,0.546,0.563
162,0.58,0.473,0.473,0.594,0.656,0.578
163,0.704,0.577,0.577,0.674,0.645,0.638
164,0.677,0.558,0.558,0.634,0.551,0.585
165,0.569,0.47,0.47,0.534,0.462,0.492
166,0.468,0.39,0.39,0.439,0.368,0.403
167,0.364,0.3,0.3,0.331,0.252,0.305
168,0.24,0.198,0.198,0.213,0.128,0.193
169,0.109,0.092,0.092,0.095,0.049,0.09
170,0.045,0.037,0.037,0.043,0.041,0.043
171,0.036,0.029,0.029,0.035,0.028,0.032
172,0.025,0.018,0.018,0.021,0.006,0.018
173,0.006,0.005,0.005,0.008,0.017,0.01
174,0.017,0.013,0.013,0.021,0.035,0.022
175,0.036,0.024,0.024,0.044,0.06,0.045
176,0.066,0.047,0.047,0.08,0.11,0.082
177,0.125,0.093,0.093,0.144,0.194,0.147
178,0.215,0.165,0.165,0.228,0.261,0.225
179,0.284,0.226,0.226,0.306,0.341,0.306
180,0.364,0.303,0.303,0.384,0.431,0.385
181,0.446,0.371,0.371,0.454,0.456,0.448
182,0.455,0.384,0.384,0.469,0.487,0.469
183,0.473,0.401,0.401,0.491,0.523,0.498
184,0.5,0.426,0.426,0.525,0.584,0.538
185,0.558,0.468,0.468,0.554,0.537,0.559
186,0.523,0.443,0.443,0.545,0.616,0.567
187,0.605,0.51,0.51,0.61,0.618,0.623
188,0.608,0.522,0.522,0.591,0.529,0.584
189,0.513,0.457,0.457,0.487,0.431,0.481
190,0.41,0.374,0.374,0.383,0.33,0.383
191,0.311,0.285,0.285,0.284,0.222,0.287
192,0.201,0.18,0.18,0.161,0.046,0.161
193,0.047,0.04,0.04,0.041,0.029,0.044
194,0.029,0.024,0.024,0.025,0.013,0.026
195,0.014,0.012,0.012,0.014,0.017,0.016
196,0.017,0.013,0.013,0.015,0.01,0.017
197,0.012,0.01,0.01,0.019,0.039,0.026
198,0.047,0.036,0.036,0.061,0.1,0.07
199,0.118,0.088,0.088,0.14,0.185,0.146
200,0.216,0.167,0.167,0.214,0.204,0.211
201,0.235,0.19,0.19,0.226,0.193,0.222
202,0.221,0.186,0.186,0.22,0.219,0.225
203,0.247,0.215,0.215,0.258,0.274,0.268
204,0.305,0.266,0.266,0.308,0.314,0.32
205,0.342,0.299,0.299,0.339,0.327,0.353
206,0.347,0.307,0.307,0.352,0.378,0.38
207,0.397,0.357,0.357,0.421,0.508,0.472
208,0.535,0.479,0.479,0.563,0.666,0.624
209,0.696,0.615,0.615,0.704,0.768,0.758
210,0.798,0.688,0.688,0.737,0.585,0.751
211,0.619,0.513,0.513,0.539,0.327,0.539
212,0.353,0.303,0.303,0.321,0.257,0.328
213,0.272,0.242,0.242,0.244,0.197,0.256
214,0.204,0.183,0.183,0.176,0.128,0.191
215,0.13,0.118,0.118,0.115,0.09,0.123
216,0.089,0.08,0.08,0.078,0.047,0.083
217,0.047,0.044,0.044,0.044,0.03,0.048
218,0.029,0.027,0.027,0.027,0.014,0.029
219,0.014,0.013,0.013,0.016,0.017,0.018
220,0.018,0.015,0.015,0.017,0.01,0.019
221,0.012,0.011,0.011,0.02,0.039,0.028
222,0.049,0.04,0.04,0.066,0.101,0.079
223,0.12,0.095,0.095,0.15,0.187,0.158
224,0.217,0.177,0.177,0.226,0.205,0.221
225,0.233,0.199,0.199,0.235,0.195,0.232
226,0.217,0.192,0.192,0.228,0.219,0.235
227,0.241,0.222,0.222,0.264,0.272,0.275
228,0.296,0.272,0.272,0.312,0.314,0.325
229,0.333,0.305,0.305,0.341,0.327,0.356
230,0.341,0.314,0.314,0.357,0.377,0.383
231,0.394,0.365,0.365,0.429,0.509,0.476
232,0.53,0.49,0.49,0.571,0.66,0.629
233,0.697,0.627,0.627,0.711,0.766,0.754
234,0.803,0.7,0.7,0.75,0.577,0.74
235,0.621,0.52,0.52,0.55,0.322,0.526
236,0.353,0.305,0.305,0.329,0.256,0.319
237,0.27,0.245,0.245,0.25,0.197,0.245
238,0.203,0.185,0.185,0.179,0.128,0.179
239,0.129,0.12,0.12,0.118,0.091,0.123
240,0.088,0.081,0.081,0.079,0.052,0.085
241,0.047,0.044,0.044,0.045,0.034,0.05
242,0.029,0.027,0.027,0.027,0.016,0.031
243,0.014,0.014,0.014,0.016,0.02,0.019
244,0.018,0.016,0.016,0.017,0.011,0.02
245,0.012,0.012,0.012,0.02,0.044,0.03
246,0.048,0.043,0.043,0.066,0.111,0.084
247,0.118,0.102,0.102,0.15,0.204,0.164
248,0.214,0.182,0.182,0.224,0.22,0.226
249,0.231,0.202,0.202,0.234,0.208,0.235
250,0.215,0.194,0.194,0.227,0.234,0.239
251,0.239,0.224,0.224,0.262,0.288,0.279
252,0.292,0.273,0.273,0.309,0.327,0.329
253,0.328,0.306,0.306,0.336,0.334,0.359
254,0.333,0.317,0.317,0.352,0.395,0.386
255,0.382,0.367,0.367,0.423,0.536,0.475
256,0.51,0.491,0.491,0.56,0.696,0.619
257,0.663,0.628,0.628,0.696,0.805,0.74
258,0.757,0.702,0.702,0.733,0.601,0.728
259,0.585,0.52,0.52,0.529,0.331,0.515
260,0.336,0.303,0.303,0.319,0.264,0.315
261,0.26,0.244,0.244,0.243,0.203,0.243
262,0.197,0.184,0.184,0.177,0.133,0.18
263,0.127,0.12,0.12,0.117,0.095,0.123
264,0.086,0.081,0.081,0.076,0.051,0.087
265,0.046,0.045,0.045,0.043,0.032,0.051
266,0.029,0.028,0.028,0.026,0.015,0.031
267,0.014,0.014,0.014,0.015,0.019,0.02
268,0.017,0.016,0.016,0.016,0.011,0.021
269,0.012,0.012,0.012,0.02,0.042,0.031
270,0.048,0.045,0.045,0.064,0.107,0.087
271,0.118,0.107,0.107,0.143,0.195,0.17
272,0.212,0.191,0.191,0.213,0.215,0.233
273,0.229,0.208,0.208,0.223,0.203,0.241
274,0.214,0.2,0.2,0.217,0.229,0.243
275,0.238,0.23,0.23,0.251,0.282,0.282
276,0.292,0.279,0.279,0.295,0.321,0.334
277,0.327,0.313,0.313,0.322,0.329,0.364
278,0.335,0.323,0.323,0.338,0.379,0.391
279,0.388,0.375,0.375,0.406,0.514,0.48
280,0.527,0.503,0.503,0.538,0.669,0.629
281,0.69,0.645,0.645,0.67,0.775,0.749
282,0.793,0.721,0.721,0.702,0.585,0.734
283,0.608,0.534,0.534,0.511,0.324,0.525
284,0.344,0.31,0.31,0.307,0.257,0.322
285,0.26,0.25,0.25,0.234,0.197,0.249
286,0.196,0.191,0.191,0.169,0.13,0.184
287,0.125,0.124,0.124,0.111,0.092,0.126
288,0.085,0.084,0.084,0.075,0.049,0.089
289,0.044,0.045,0.045,0.043,0.031,0.052
290,0.027,0.028,0.028,0.026,0.014,0.032
291,0.013,0.014,0.014,0.015,0.018,0.021
292,0.016,0.017,0.017,0.016,0.01,0.022
293,0.011,0.013,0.013,0.019,0.04,0.032
294,0.044,0.046,0.046,0.063,0.103,0.089
295,0.11,0.111,0.111,0.141,0.188,0.174
296,0.2,0.189,0.189,0.211,0.205,0.241
297,0.218,0.207,0.207,0.221,0.195,0.251
298,0.204,0.199,0.199,0.215,0.218,0.253
299,0.228,0.23,0.23,0.247,0.268,0.293
300,0.277,0.28,0.28,0.292,0.306,0.345
301,0.31,0.316,0.316,0.319,0.312,0.375
302,0.313,0.325,0.325,0.335,0.36,0.401
303,0.356,0.376,0.376,0.397,0.478,0.49
304,0.481,0.504,0.504,0.526,0.625,0.638
305,0.617,0.644,0.644,0.657,0.727,0.759
306,0.702,0.712,0.712,0.682,0.549,0.75
307,0.537,0.524,0.524,0.493,0.305,0.532
308,0.307,0.3,0.3,0.296,0.24,0.323
309,0.238,0.241,0.241,0.229,0.186,0.252
310,0.181,0.185,0.185,0.167,0.124,0.188
311,0.118,0.123,0.123,0.112,0.089,0.133
312,0.086,0.091,0.091,0.091,0.118,0.117
313,0.101,0.108,0.108,0.097,0.048,0.113
314,0.042,0.045,0.045,0.045,0.041,0.057
315,0.034,0.038,0.038,0.037,0.028,0.045
316,0.024,0.025,0.025,0.023,0.006,0.027
317,0.006,0.006,0.006,0.009,0.017,0.014
318,0.016,0.018,0.018,0.023,0.035,0.032
319,0.034,0.036,0.036,0.045,0.059,0.058
320,0.062,0.06,0.06,0.079,0.108,0.098
321,0.117,0.113,0.113,0.142,0.191,0.17
322,0.2,0.194,0.194,0.223,0.257,0.259
323,0.265,0.262,0.262,0.295,0.327,0.342
324,0.334,0.333,0.333,0.366,0.409,0.427
325,0.409,0.41,0.41,0.429,0.424,0.497
326,0.416,0.422,0.422,0.445,0.445,0.515
327,0.431,0.439,0.439,0.465,0.463,0.54
328,0.458,0.469,0.469,0.5,0.517,0.567
329,0.505,0.511,0.511,0.528,0.484,0.573
330,0.473,0.479,0.479,0.511,0.546,0.569
331,0.533,0.541,0.541,0.565,0.537,0.617
332,0.532,0.538,0.538,0.546,0.466,0.574
333,0.453,0.468,0.468,0.456,0.385,0.478
334,0.368,0.389,0.389,0.366,0.308,0.4
335,0.284,0.304,0.304,0.28,0.215,0.311
336,0.192,0.205,0.205,0.187,0.113,0.211
337,0.097,0.11,0.11,0.096,0.051,0.119
338,0.041,0.047,0.047,0.045,0.043,0.06
339,0.033,0.039,0.039,0.036,0.031,0.048
340,0.023,0.026,0.026,0.022,0.006,0.028
341,0.006,0.007,0.007,0.009,0.018,0.015
342,0.015,0.019,0.019,0.022,0.037,0.034
343,0.032,0.036,0.036,0.042,0.06,0.063
344,0.056,0.061,0.061,0.074,0.109,0.111
345,0.107,0.112,0.112,0.134,0.189,0.193
346,0.186,0.191,0.191,0.212,0.254,0.29
347,0.246,0.256,0.256,0.279,0.33,0.385
348,0.318,0.331,0.331,0.357,0.421,0.479
349,0.395,0.411,0.411,0.422,0.43,0.546
350,0.403,0.426,0.426,0.435,0.454,0.552
351,0.421,0.452,0.452,0.457,0.474,0.563
352,0.444,0.485,0.485,0.489,0.527,0.579
353,0.494,0.535,0.535,0.518,0.478,0.581
354,0.464,0.506,0.506,0.504,0.547,0.583
355,0.531,0.574,0.574,0.56,0.535,0.637
356,0.515,0.557,0.557,0.531,0.468,0.603
357,0.436,0.483,0.483,0.444,0.401,0.517
358,0.359,0.402,0.402,0.361,0.323,0.432
359,0.274,0.311,0.311,0.272,0.223,0.331
360,0.178,0.198,0.198,0.162,0.051,0.19
361,0.041,0.047,0.047,0.041,0.033,0.054
362,0.025,0.029,0.029,0.025,0.016,0.033
363,0.012,0.015,0.015,0.015,0.02,0.022
364,0.015,0.018,0.018,0.016,0.011,0.023
365,0.01,0.013,0.013,0.018,0.042,0.033
366,0.037,0.047,0.047,0.055,0.102,0.091
367,0.088,0.108,0.108,0.117,0.172,0.178
368,0.159,0.179,0.179,0.182,0.193,0.254
369,0.18,0.196,0.196,0.196,0.181,0.268
370,0.174,0.19,0.19,0.196,0.212,0.271
371,0.202,0.224,0.224,0.229,0.259,0.323
372,0.245,0.277,0.277,0.273,0.3,0.375
373,0.279,0.318,0.318,0.303,0.304,0.409
374,0.286,0.336,0.336,0.32,0.351,0.437
375,0.332,0.398,0.398,0.388,0.486,0.528
376,0.452,0.546,0.546,0.525,0.636,0.681
377,0.6,0.712,0.712,0.665,0.75,0.798
378,0.696,0.804,0.804,0.703,0.565,0.797
379,0.526,0.592,0.592,0.513,0.315,0.57
380,0.297,0.336,0.336,0.301,0.247,0.349
381,0.225,0.265,0.265,0.226,0.191,0.269
382,0.166,0.198,0.198,0.164,0.13,0.201
383,0.108,0.13,0.13,0.11,0.094,0.139
384,0.075,0.089,0.089,0.075,0.051,0.096
385,0.04,0.048,0.048,0.042,0.033,0.055
386,0.025,0.029,0.029,0.026,0.016,0.034
387,0.013,0.015,0.015,0.015,0.02,0.022
388,0.015,0.018,0.018,0.016,0.011,0.024
389,0.011,0.014,0.014,0.019,0.043,0.036
390,0.041,0.049,0.049,0.063,0.107,0.099
391,0.103,0.119,0.119,0.136,0.188,0.193
392,0.182,0.2,0.2,0.206,0.206,0.269
393,0.2,0.217,0.217,0.217,0.191,0.278
394,0.189,0.207,0.207,0.212,0.222,0.278
395,0.217,0.241,0.241,0.247,0.269,0.325
396,0.261,0.295,0.295,0.294,0.309,0.376
397,0.297,0.335,0.335,0.328,0.316,0.408
398,0.306,0.35,0.35,0.347,0.366,0.436
399,0.353,0.411,0.411,0.416,0.497,0.525
400,0.476,0.558,0.558,0.554,0.654,0.676
401,0.626,0.725,0.725,0.696,0.785,0.796
402,0.723,0.811,0.811,0.731,0.602,0.794
403,0.544,0.601,0.601,0.53,0.321,0.568
404,0.307,0.339,0.339,0.311,0.252,0.35
405,0.232,0.266,0.266,0.234,0.193,0.271
406,0.172,0.201,0.201,0.17,0.126,0.202
407,0.112,0.132,0.132,0.114,0.091,0.139
408,0.077,0.09,0.09,0.077,0.052,0.094
409,0.042,0.048,0.048,0.044,0.033,0.054
410,0.026,0.03,0.03,0.027,0.016,0.034
411,0.013,0.015,0.015,0.015,0.02,0.022
412,0.016,0.018,0.018,0.017,0.011,0.024
413,0.011,0.014,0.014,0.02,0.043,0.035
414,0.042,0.049,0.049,0.063,0.108,0.097
415,0.104,0.118,0.118,0.136,0.184,0.189
416,0.182,0.201,0.201,0.205,0.206,0.264
417,0.198,0.216,0.216,0.213,0.189,0.272
418,0.185,0.204,0.204,0.21,0.218,0.271
419,0.213,0.234,0.234,0.243,0.261,0.317
420,0.257,0.281,0.281,0.291,0.3,0.368
421,0.294,0.314,0.314,0.325,0.313,0.4
422,0.302,0.323,0.323,0.344,0.363,0.428
423,0.349,0.376,0.376,0.415,0.502,0.517
424,0.473,0.506,0.506,0.553,0.679,0.667
425,0.62,0.653,0.653,0.692,0.806,0.785
426,0.72,0.732,0.732,0.727,0.607,0.782
427,0.542,0.551,0.551,0.529,0.333,0.559
428,0.305,0.319,0.319,0.312,0.258,0.345
429,0.231,0.254,0.254,0.233,0.2,0.267
430,0.171,0.195,0.195,0.171,0.13,0.199
431,0.111,0.129,0.129,0.114,0.095,0.138
432,0.076,0.088,0.088,0.077,0.052,0.09
433,0.042,0.048,0.048,0.044,0.033,0.053
434,0.026,0.03,0.03,0.026,0.016,0.032
435,0.013,0.015,0.015,0.015,0.02,0.021
436,0.016,0.018,0.018,0.017,0.011,0.023
437,0.011,0.014,0.014,0.02,0.043,0.034
438,0.042,0.049,0.049,0.063,0.107,0.094
439,0.105,0.119,0.119,0.136,0.184,0.182
440,0.182,0.201,0.201,0.205,0.206,0.253
441,0.198,0.218,0.218,0.216,0.191,0.264
442,0.186,0.207,0.207,0.211,0.223,0.263
443,0.214,0.24,0.24,0.247,0.268,0.309
444,0.257,0.29,0.29,0.292,0.309,0.361
445,0.293,0.327,0.327,0.323,0.314,0.393
446,0.3,0.341,0.341,0.338,0.366,0.418
447,0.345,0.399,0.399,0.405,0.5,0.5
448,0.467,0.541,0.541,0.54,0.659,0.635
449,0.614,0.701,0.701,0.676,0.768,0.737
450,0.711,0.785,0.785,0.708,0.58,0.735
451,0.537,0.584,0.584,0.515,0.323,0.522
452,0.303,0.332,0.332,0.305,0.251,0.318
453,0.23,0.262,0.262,0.23,0.194,0.247
454,0.17,0.2,0.2,0.168,0.13,0.186
455,0.111,0.131,0.131,0.113,0.094,0.129
456,0.076,0.089,0.089,0.077,0.051,0.092
457,0.041,0.05,0.05,0.044,0.032,0.054
458,0.026,0.031,0.031,0.027,0.015,0.033
459,0.013,0.016,0.016,0.016,0.019,0.021
460,0.016,0.019,0.019,0.017,0.011,0.023
461,0.011,0.014,0.014,0.02,0.042,0.034
462,0.042,0.051,0.051,0.063,0.104,0.094
463,0.104,0.122,0.122,0.136,0.185,0.18
464,0.181,0.207,0.207,0.205,0.206,0.251
465,0.197,0.224,0.224,0.215,0.188,0.258
466,0.185,0.213,0.213,0.211,0.217,0.254
467,0.212,0.247,0.247,0.244,0.262,0.291
468,0.254,0.299,0.299,0.291,0.3,0.335
469,0.29,0.337,0.337,0.325,0.306,0.364
470,0.298,0.352,0.352,0.345,0.352,0.391
471,0.34,0.412,0.412,0.412,0.475,0.478
472,0.46,0.558,0.558,0.55,0.628,0.623
473,0.607,0.721,0.721,0.686,0.733,0.737
474,0.698,0.805,0.805,0.711,0.551,0.731
475,0.523,0.597,0.597,0.514,0.303,0.521
476,0.292,0.337,0.337,0.299,0.235,0.316
477,0.222,0.265,0.265,0.227,0.183,0.247
478,0.166,0.203,0.203,0.167,0.124,0.188
479,0.109,0.135,0.135,0.113,0.089,0.135
480,0.08,0.1,0.1,0.096,0.117,0.117
481,0.101,0.117,0.117,0.1,0.048,0.11
482,0.043,0.05,0.05,0.047,0.041,0.055
483,0.035,0.041,0.041,0.038,0.029,0.044
484,0.024,0.028,0.028,0.023,0.006,0.026
485,0.006,0.007,0.007,0.009,0.017,0.014
486,0.017,0.02,0.02,0.023,0.035,0.031
487,0.034,0.04,0.04,0.044,0.058,0.057
488,0.06,0.066,0.066,0.078,0.108,0.099
489,0.112,0.122,0.122,0.141,0.189,0.172
490,0.193,0.206,0.206,0.22,0.253,0.259
491,0.258,0.277,0.277,0.29,0.326,0.336
492,0.329,0.36,0.36,0.369,0.411,0.417
493,0.407,0.447,0.447,0.44,0.414,0.473
494,0.409,0.463,0.463,0.454,0.44,0.481
495,0.423,0.484,0.484,0.477,0.462,0.492
496,0.449,0.515,0.515,0.507,0.527,0.513
497,0.504,0.561,0.561,0.53,0.488,0.521
498,0.473,0.523,0.523,0.513,0.565,0.526
499,0.542,0.601,0.601,0.578,0.553,0.58
500,0.527,0.587,0.587,0.548,0.473,0.544
501,0.446,0.507,0.507,0.458,0.4,0.465
502,0.367,0.426,0.426,0.373,0.315,0.392
503,0.28,0.33,0.33,0.283,0.219,0.305
504,0.188,0.221,0.221,0.184,0.121,0.206
505,0.111,0.124,0.124,0.125,0.052,0.141
506,0.046,0.052,0.052,0.058,0.043,0.07
507,0.038,0.043,0.043,0.047,0.031,0.056
508,0.026,0.029,0.029,0.029,0.006,0.034
509,0.006,0.007,0.007,0.011,0.019,0.017
510,0.017,0.021,0.021,0.027,0.038,0.039
511,0.036,0.04,0.04,0.053,0.063,0.071
512,0.064,0.069,0.069,0.094,0.119,0.124
513,0.123,0.128,0.128,0.174,0.201,0.22
514,0.209,0.212,0.212,0.275,0.272,0.334
515,0.288,0.29,0.29,0.373,0.347,0.448
516,0.367,0.374,0.374,0.473,0.432,0.56
517,0.451,0.462,0.462,0.563,0.459,0.645
518,0.471,0.488,0.488,0.585,0.475,0.662
519,0.485,0.513,0.513,0.603,0.505,0.676
520,0.513,0.549,0.549,0.634,0.569,0.7
521,0.566,0.602,0.602,0.659,0.53,0.7
522,0.535,0.569,0.569,0.645,0.62,0.697
523,0.615,0.653,0.653,0.723,0.618,0.767
524,0.602,0.633,0.633,0.697,0.522,0.728
525,0.508,0.541,0.541,0.586,0.448,0.621
526,0.423,0.458,0.458,0.477,0.344,0.529
527,0.317,0.347,0.347,0.358,0.245,0.403
528,0.209,0.223,0.223,0.214,0.054,0.234
529,0.048,0.052,0.052,0.055,0.035,0.066
530,0.029,0.033,0.033,0.033,0.017,0.041
531,0.015,0.017,0.017,0.02,0.021,0.026
532,0.018,0.02,0.02,0.021,0.012,0.028
533,0.012,0.015,0.015,0.024,0.047,0.04
534,0.046,0.054,0.054,0.079,0.12,0.113
535,0.118,0.129,0.129,0.175,0.215,0.228
