,ev_load_shifting_z5,ev_load_shifting_z1,ev_load_shifting_z2,ev_load_shifting_z3,ev_load_shifting_z6,ev_load_shifting_z4
1069,0.327,0.319,0.319,0.336,0.343,0.334
1070,0.335,0.329,0.329,0.353,0.394,0.361
1071,0.381,0.381,0.381,0.417,0.539,0.442
1072,0.512,0.51,0.51,0.548,0.694,0.581
1073,0.671,0.65,0.65,0.696,0.8,0.703
1074,0.791,0.732,0.732,0.745,0.633,0.694
1075,0.604,0.571,0.571,0.539,0.355,0.486
1076,0.335,0.328,0.328,0.316,0.273,0.299
1077,0.254,0.254,0.254,0.238,0.213,0.226
1078,0.189,0.191,0.191,0.175,0.141,0.171
1079,0.123,0.125,0.125,0.117,0.101,0.117
1080,0.085,0.086,0.086,0.083,0.055,0.084
1081,0.047,0.048,0.048,0.047,0.035,0.048
1082,0.03,0.029,0.029,0.028,0.016,0.029
1083,0.014,0.015,0.015,0.017,0.021,0.019
1084,0.018,0.017,0.017,0.018,0.012,0.02
1085,0.012,0.013,0.013,0.021,0.046,0.03
1086,0.048,0.047,0.047,0.071,0.116,0.083
1087,0.12,0.116,0.116,0.155,0.215,0.16
1088,0.216,0.203,0.203,0.229,0.232,0.219
1089,0.233,0.218,0.218,0.237,0.21,0.226
1090,0.217,0.207,0.207,0.23,0.237,0.228
1091,0.245,0.238,0.238,0.265,0.292,0.265
1092,0.298,0.287,0.287,0.313,0.334,0.309
1093,0.336,0.321,0.321,0.345,0.35,0.336
1094,0.345,0.333,0.333,0.362,0.404,0.363
1095,0.391,0.384,0.384,0.429,0.544,0.443
1096,0.525,0.512,0.512,0.566,0.692,0.579
1097,0.681,0.652,0.652,0.712,0.798,0.694
1098,0.791,0.733,0.733,0.75,0.624,0.676
1099,0.594,0.563,0.563,0.537,0.344,0.472
1100,0.329,0.318,0.318,0.316,0.27,0.292
1101,0.255,0.247,0.247,0.243,0.208,0.229
1102,0.192,0.188,0.188,0.178,0.138,0.171
1103,0.126,0.124,0.124,0.12,0.1,0.118
1104,0.088,0.086,0.086,0.086,0.054,0.081
1105,0.044,0.043,0.043,0.046,0.035,0.044
1106,0.027,0.026,0.026,0.028,0.017,0.027
1107,0.013,0.013,0.013,0.016,0.021,0.017
1108,0.016,0.015,0.015,0.017,0.012,0.018
1109,0.012,0.012,0.012,0.021,0.045,0.028
1110,0.044,0.041,0.041,0.068,0.112,0.076
1111,0.11,0.098,0.098,0.151,0.205,0.146
1112,0.199,0.179,0.179,0.225,0.224,0.201
1113,0.214,0.197,0.197,0.231,0.205,0.207
1114,0.198,0.188,0.188,0.222,0.229,0.208
1115,0.222,0.217,0.217,0.257,0.279,0.241
1116,0.268,0.26,0.26,0.301,0.321,0.278
1117,0.302,0.29,0.29,0.333,0.333,0.306
1118,0.309,0.301,0.301,0.349,0.385,0.33
1119,0.352,0.348,0.348,0.415,0.522,0.407
1120,0.476,0.467,0.467,0.554,0.674,0.533
1121,0.624,0.594,0.594,0.702,0.774,0.643
1122,0.732,0.664,0.664,0.747,0.616,0.636
1123,0.566,0.522,0.522,0.541,0.348,0.448
1124,0.318,0.302,0.302,0.319,0.273,0.279
1125,0.243,0.235,0.235,0.245,0.209,0.216
1126,0.181,0.176,0.176,0.177,0.138,0.16
1127,0.117,0.115,0.115,0.119,0.099,0.11
1128,0.081,0.079,0.079,0.081,0.055,0.076
1129,0.043,0.043,0.043,0.046,0.035,0.045
1130,0.027,0.026,0.026,0.028,0.017,0.027
1131,0.013,0.013,0.013,0.016,0.021,0.017
1132,0.016,0.015,0.015,0.017,0.012,0.018
1133,0.011,0.011,0.011,0.021,0.045,0.028
1134,0.043,0.04,0.04,0.067,0.111,0.076
1135,0.107,0.095,0.095,0.15,0.209,0.148
1136,0.196,0.175,0.175,0.225,0.23,0.205
1137,0.211,0.193,0.193,0.233,0.212,0.21
1138,0.196,0.184,0.184,0.222,0.237,0.211
1139,0.219,0.212,0.212,0.257,0.287,0.244
1140,0.263,0.255,0.255,0.3,0.33,0.286
1141,0.296,0.285,0.285,0.329,0.339,0.312
1142,0.303,0.296,0.296,0.344,0.385,0.336
1143,0.347,0.342,0.342,0.41,0.518,0.412
1144,0.47,0.46,0.46,0.543,0.667,0.539
1145,0.616,0.586,0.586,0.687,0.773,0.648
1146,0.716,0.653,0.653,0.728,0.611,0.63
1147,0.547,0.51,0.51,0.523,0.344,0.443
1148,0.306,0.294,0.294,0.31,0.269,0.275
1149,0.234,0.229,0.229,0.239,0.207,0.215
1150,0.177,0.173,0.173,0.175,0.137,0.16
1151,0.115,0.114,0.114,0.118,0.099,0.114
1152,0.085,0.086,0.086,0.096,0.128,0.104
1153,0.102,0.104,0.104,0.101,0.053,0.097
1154,0.042,0.044,0.044,0.046,0.044,0.048
1155,0.034,0.036,0.036,0.037,0.031,0.037
1156,0.023,0.024,0.024,0.022,0.006,0.021
1157,0.006,0.006,0.006,0.009,0.018,0.012
1158,0.016,0.016,0.016,0.023,0.036,0.027
1159,0.032,0.031,0.031,0.046,0.065,0.05
1160,0.06,0.056,0.056,0.082,0.116,0.087
1161,0.112,0.105,0.105,0.145,0.199,0.147
1162,0.194,0.178,0.178,0.227,0.265,0.219
1163,0.258,0.243,0.243,0.3,0.337,0.283
1164,0.327,0.306,0.306,0.369,0.431,0.346
1165,0.408,0.381,0.381,0.438,0.447,0.401
1166,0.416,0.391,0.391,0.447,0.447,0.409
1167,0.42,0.399,0.399,0.457,0.487,0.426
1168,0.457,0.435,0.435,0.497,0.533,0.459
1169,0.499,0.467,0.467,0.522,0.486,0.468
1170,0.467,0.439,0.439,0.52,0.607,0.473
1171,0.553,0.537,0.537,0.587,0.598,0.517
1172,0.529,0.524,0.524,0.552,0.513,0.481
1173,0.447,0.446,0.446,0.467,0.436,0.414
1174,0.372,0.374,0.374,0.384,0.345,0.349
1175,0.288,0.29,0.29,0.292,0.238,0.271
1176,0.193,0.195,0.195,0.19,0.124,0.185
1177,0.112,0.086,0.086,0.106,0.048,0.081
1178,0.046,0.035,0.035,0.049,0.041,0.038
1179,0.037,0.027,0.027,0.039,0.029,0.029
1180,0.025,0.018,0.018,0.024,0.006,0.016
1181,0.006,0.004,0.004,0.01,0.018,0.009
1182,0.018,0.013,0.013,0.024,0.036,0.021
1183,0.036,0.025,0.025,0.049,0.063,0.043
1184,0.067,0.047,0.047,0.089,0.116,0.079
1185,0.126,0.088,0.088,0.161,0.204,0.139
1186,0.218,0.154,0.154,0.253,0.277,0.209
1187,0.291,0.207,0.207,0.344,0.36,0.287
1188,0.385,0.275,0.275,0.434,0.458,0.36
1189,0.476,0.338,0.338,0.514,0.476,0.419
1190,0.492,0.35,0.35,0.531,0.511,0.438
1191,0.516,0.369,0.369,0.558,0.542,0.462
1192,0.55,0.392,0.392,0.597,0.594,0.497
1193,0.609,0.43,0.43,0.627,0.543,0.515
1194,0.566,0.424,0.424,0.64,0.659,0.541
1195,0.686,0.513,0.513,0.716,0.641,0.584
1196,0.66,0.494,0.494,0.665,0.55,0.539
1197,0.553,0.42,0.42,0.563,0.47,0.456
1198,0.457,0.349,0.349,0.461,0.365,0.37
1199,0.341,0.261,0.261,0.341,0.246,0.269
1200,0.216,0.16,0.16,0.2,0.054,0.145
1201,0.047,0.036,0.036,0.05,0.034,0.038
1202,0.028,0.021,0.021,0.03,0.017,0.022
1203,0.014,0.01,0.01,0.018,0.021,0.014
1204,0.017,0.012,0.012,0.019,0.012,0.014
1205,0.012,0.009,0.009,0.023,0.047,0.022
1206,0.046,0.032,0.032,0.072,0.116,0.061
1207,0.118,0.078,0.078,0.166,0.212,0.133
1208,0.218,0.148,0.148,0.255,0.232,0.193
1209,0.24,0.166,0.166,0.268,0.221,0.208
1210,0.232,0.166,0.166,0.263,0.247,0.211
1211,0.261,0.189,0.189,0.31,0.305,0.251
1212,0.327,0.24,0.24,0.365,0.349,0.293
1213,0.371,0.272,0.272,0.404,0.36,0.322
1214,0.383,0.283,0.283,0.425,0.414,0.345
1215,0.441,0.327,0.327,0.506,0.569,0.421
1216,0.595,0.44,0.44,0.678,0.75,0.556
1217,0.784,0.573,0.573,0.851,0.879,0.687
1218,0.9,0.68,0.68,0.935,0.684,0.711
1219,0.696,0.538,0.538,0.67,0.378,0.499
1220,0.389,0.307,0.307,0.393,0.292,0.308
1221,0.295,0.237,0.237,0.3,0.219,0.239
1222,0.215,0.175,0.175,0.214,0.14,0.171
1223,0.135,0.11,0.11,0.139,0.099,0.114
1224,0.09,0.071,0.071,0.09,0.052,0.072
1225,0.048,0.037,0.037,0.049,0.033,0.039
1226,0.029,0.021,0.021,0.03,0.016,0.023
1227,0.014,0.01,0.01,0.018,0.02,0.014
1228,0.017,0.012,0.012,0.019,0.012,0.015
1229,0.012,0.009,0.009,0.022,0.045,0.023
1230,0.046,0.033,0.033,0.068,0.109,0.065
1231,0.115,0.075,0.075,0.157,0.199,0.136
1232,0.214,0.146,0.146,0.243,0.22,0.193
1233,0.236,0.167,0.167,0.256,0.208,0.203
1234,0.228,0.168,0.168,0.251,0.232,0.201
1235,0.253,0.188,0.188,0.295,0.286,0.239
1236,0.316,0.239,0.239,0.349,0.327,0.281
1237,0.359,0.27,0.27,0.388,0.342,0.309
1238,0.372,0.282,0.282,0.409,0.393,0.332
1239,0.428,0.329,0.329,0.486,0.536,0.406
1240,0.579,0.443,0.443,0.647,0.699,0.538
1241,0.758,0.575,0.575,0.809,0.816,0.664
1242,0.876,0.682,0.682,0.885,0.643,0.694
1243,0.678,0.541,0.541,0.629,0.355,0.487
1244,0.373,0.305,0.305,0.367,0.273,0.3
1245,0.283,0.231,0.231,0.286,0.213,0.232
1246,0.217,0.177,0.177,0.207,0.138,0.167
1247,0.139,0.112,0.112,0.134,0.095,0.11
1248,0.092,0.072,0.072,0.086,0.049,0.072
1249,0.048,0.035,0.035,0.047,0.031,0.039
1250,0.03,0.021,0.021,0.028,0.015,0.023
1251,0.015,0.01,0.01,0.017,0.019,0.014
1252,0.018,0.011,0.011,0.018,0.011,0.015
1253,0.012,0.009,0.009,0.021,0.043,0.024
1254,0.047,0.032,0.032,0.065,0.105,0.066
1255,0.114,0.073,0.073,0.152,0.195,0.141
1256,0.214,0.141,0.141,0.236,0.218,0.201
1257,0.237,0.164,0.164,0.25,0.212,0.208
1258,0.23,0.165,0.165,0.248,0.234,0.207
1259,0.258,0.187,0.187,0.293,0.294,0.245
1260,0.324,0.238,0.238,0.348,0.341,0.287
1261,0.368,0.27,0.27,0.391,0.35,0.316
1262,0.379,0.282,0.282,0.415,0.407,0.34
1263,0.436,0.327,0.327,0.498,0.552,0.416
1264,0.591,0.442,0.442,0.669,0.712,0.551
1265,0.773,0.568,0.568,0.838,0.832,0.681
1266,0.886,0.669,0.669,0.901,0.653,0.719
1267,0.677,0.525,0.525,0.638,0.359,0.505
1268,0.373,0.296,0.296,0.374,0.275,0.309
1269,0.283,0.226,0.226,0.29,0.212,0.239
1270,0.216,0.174,0.174,0.209,0.137,0.172
1271,0.138,0.111,0.111,0.136,0.095,0.114
1272,0.092,0.072,0.072,0.087,0.049,0.076
1273,0.046,0.036,0.036,0.048,0.031,0.041
1274,0.029,0.021,0.021,0.029,0.015,0.024
1275,0.014,0.01,0.01,0.017,0.019,0.015
1276,0.017,0.012,0.012,0.018,0.011,0.016
1277,0.012,0.009,0.009,0.021,0.042,0.024
1278,0.045,0.032,0.032,0.065,0.103,0.067
1279,0.109,0.076,0.076,0.154,0.193,0.145
1280,0.203,0.146,0.146,0.241,0.215,0.206
1281,0.223,0.169,0.169,0.256,0.208,0.215
1282,0.217,0.17,0.17,0.254,0.234,0.214
1283,0.245,0.194,0.194,0.298,0.289,0.253
1284,0.307,0.245,0.245,0.353,0.334,0.294
1285,0.349,0.278,0.278,0.392,0.342,0.321
1286,0.361,0.289,0.289,0.413,0.389,0.343
1287,0.416,0.333,0.333,0.496,0.532,0.417
1288,0.56,0.448,0.448,0.665,0.689,0.552
1289,0.73,0.578,0.578,0.838,0.818,0.681
1290,0.833,0.679,0.679,0.896,0.634,0.712
1291,0.638,0.525,0.525,0.635,0.351,0.5
1292,0.351,0.297,0.297,0.373,0.27,0.309
1293,0.265,0.227,0.227,0.29,0.21,0.24
1294,0.204,0.173,0.173,0.212,0.138,0.177
1295,0.13,0.111,0.111,0.139,0.097,0.119
1296,0.088,0.073,0.073,0.092,0.052,0.077
1297,0.047,0.036,0.036,0.05,0.033,0.042
1298,0.028,0.021,0.021,0.03,0.016,0.024
1299,0.014,0.01,0.01,0.017,0.02,0.015
1300,0.017,0.012,0.012,0.018,0.011,0.016
1301,0.012,0.009,0.009,0.022,0.044,0.025
1302,0.043,0.032,0.032,0.067,0.109,0.069
1303,0.106,0.076,0.076,0.157,0.202,0.148
1304,0.198,0.145,0.145,0.243,0.224,0.21
1305,0.219,0.168,0.168,0.256,0.216,0.218
1306,0.213,0.17,0.17,0.252,0.241,0.216
1307,0.238,0.194,0.194,0.294,0.295,0.25
1308,0.298,0.244,0.244,0.347,0.338,0.289
1309,0.341,0.276,0.276,0.384,0.346,0.317
1310,0.354,0.286,0.286,0.403,0.386,0.338
1311,0.409,0.328,0.328,0.482,0.518,0.412
1312,0.553,0.44,0.44,0.645,0.676,0.542
1313,0.721,0.567,0.567,0.814,0.808,0.667
1314,0.828,0.665,0.665,0.873,0.624,0.694
1315,0.631,0.509,0.509,0.619,0.347,0.485
1316,0.348,0.287,0.287,0.361,0.27,0.299
1317,0.265,0.22,0.22,0.283,0.21,0.234
1318,0.204,0.168,0.168,0.208,0.139,0.172
1319,0.133,0.11,0.11,0.138,0.099,0.119
1320,0.094,0.079,0.079,0.109,0.122,0.098
1321,0.111,0.087,0.087,0.109,0.049,0.085
1322,0.045,0.034,0.034,0.05,0.041,0.041
1323,0.037,0.027,0.027,0.04,0.029,0.031
1324,0.025,0.017,0.017,0.024,0.006,0.017
1325,0.006,0.004,0.004,0.01,0.018,0.009
1326,0.017,0.012,0.012,0.024,0.036,0.022
1327,0.034,0.023,0.023,0.049,0.062,0.045
1328,0.065,0.045,0.045,0.089,0.115,0.081
1329,0.123,0.089,0.089,0.162,0.203,0.142
1330,0.215,0.161,0.161,0.257,0.276,0.213
1331,0.287,0.219,0.219,0.351,0.352,0.288
1332,0.378,0.292,0.292,0.44,0.442,0.358
1333,0.466,0.356,0.356,0.518,0.452,0.41
1334,0.481,0.363,0.363,0.533,0.474,0.424
1335,0.504,0.38,0.38,0.559,0.497,0.441
1336,0.534,0.401,0.401,0.593,0.549,0.47
1337,0.588,0.436,0.436,0.621,0.504,0.487
1338,0.552,0.428,0.428,0.628,0.619,0.516
1339,0.666,0.521,0.521,0.699,0.601,0.558
1340,0.639,0.502,0.502,0.653,0.515,0.516
1341,0.54,0.426,0.426,0.556,0.438,0.44
1342,0.45,0.356,0.356,0.459,0.342,0.362
1343,0.347,0.273,0.273,0.346,0.231,0.27
1344,0.228,0.176,0.176,0.222,0.124,0.172
1345,0.109,0.104,0.104,0.1,0.052,0.112
1346,0.046,0.043,0.043,0.046,0.043,0.056
1347,0.038,0.035,0.035,0.037,0.03,0.044
1348,0.026,0.022,0.022,0.022,0.006,0.025
1349,0.006,0.006,0.006,0.009,0.018,0.013
1350,0.017,0.015,0.015,0.022,0.036,0.03
1351,0.035,0.029,0.029,0.043,0.06,0.055
1352,0.063,0.055,0.055,0.077,0.111,0.099
1353,0.122,0.108,0.108,0.143,0.195,0.176
1354,0.208,0.186,0.186,0.224,0.269,0.269
1355,0.284,0.255,0.255,0.305,0.338,0.358
1356,0.362,0.329,0.329,0.381,0.427,0.448
1357,0.445,0.405,0.405,0.448,0.442,0.516
1358,0.456,0.422,0.422,0.463,0.468,0.539
1359,0.473,0.441,0.441,0.486,0.489,0.571
1360,0.499,0.468,0.468,0.518,0.539,0.608
1361,0.549,0.514,0.514,0.545,0.498,0.627
1362,0.513,0.492,0.492,0.535,0.573,0.62
1363,0.584,0.558,0.558,0.588,0.566,0.667
1364,0.576,0.549,0.549,0.567,0.486,0.628
1365,0.489,0.48,0.48,0.479,0.409,0.525
1366,0.402,0.401,0.401,0.385,0.322,0.427
1367,0.306,0.307,0.307,0.287,0.223,0.322
1368,0.2,0.198,0.198,0.166,0.05,0.192
1369,0.046,0.045,0.045,0.042,0.032,0.054
1370,0.028,0.028,0.028,0.025,0.015,0.033
1371,0.014,0.014,0.014,0.015,0.019,0.021
1372,0.017,0.016,0.016,0.016,0.011,0.022
1373,0.011,0.012,0.012,0.018,0.04,0.031
1374,0.041,0.041,0.041,0.055,0.098,0.084
1375,0.1,0.094,0.094,0.122,0.176,0.164
1376,0.184,0.168,0.168,0.189,0.194,0.233
1377,0.208,0.187,0.187,0.203,0.186,0.25
1378,0.202,0.182,0.182,0.202,0.212,0.258
1379,0.231,0.213,0.213,0.236,0.259,0.306
1380,0.28,0.259,0.259,0.279,0.295,0.362
1381,0.315,0.296,0.296,0.308,0.304,0.398
1382,0.321,0.305,0.305,0.323,0.35,0.433
1383,0.368,0.357,0.357,0.391,0.484,0.537
1384,0.499,0.487,0.487,0.524,0.631,0.707
1385,0.651,0.635,0.635,0.667,0.759,0.851
1386,0.757,0.728,0.728,0.7,0.578,0.836
1387,0.575,0.544,0.544,0.505,0.319,0.582
1388,0.325,0.309,0.309,0.302,0.252,0.354
1389,0.254,0.25,0.25,0.234,0.195,0.27
1390,0.19,0.19,0.19,0.17,0.131,0.197
1391,0.123,0.125,0.125,0.113,0.093,0.136
1392,0.085,0.085,0.085,0.076,0.052,0.093
1393,0.044,0.047,0.047,0.043,0.033,0.054
1394,0.028,0.029,0.029,0.026,0.016,0.033
1395,0.014,0.015,0.015,0.015,0.02,0.021
1396,0.017,0.017,0.017,0.017,0.011,0.023
1397,0.012,0.013,0.013,0.019,0.043,0.033
1398,0.045,0.046,0.046,0.063,0.107,0.091
1399,0.113,0.11,0.11,0.141,0.193,0.178
1400,0.203,0.194,0.194,0.214,0.212,0.253
1401,0.221,0.216,0.216,0.225,0.201,0.268
1402,0.208,0.209,0.209,0.222,0.23,0.275
1403,0.234,0.241,0.241,0.257,0.28,0.323
1404,0.284,0.293,0.293,0.304,0.319,0.381
1405,0.322,0.33,0.33,0.339,0.329,0.419
1406,0.329,0.344,0.344,0.359,0.382,0.452
1407,0.378,0.403,0.403,0.434,0.525,0.554
1408,0.51,0.547,0.547,0.577,0.682,0.724
1409,0.66,0.703,0.703,0.722,0.803,0.861
1410,0.759,0.797,0.797,0.757,0.606,0.853
1411,0.575,0.591,0.591,0.54,0.334,0.594
1412,0.324,0.331,0.331,0.32,0.263,0.36
1413,0.253,0.265,0.265,0.249,0.205,0.276
1414,0.189,0.201,0.201,0.179,0.137,0.202
1415,0.123,0.131,0.131,0.119,0.098,0.138
1416,0.084,0.09,0.09,0.08,0.054,0.1
1417,0.045,0.05,0.05,0.045,0.035,0.059
1418,0.028,0.031,0.031,0.028,0.016,0.036
1419,0.014,0.016,0.016,0.016,0.021,0.023
1420,0.017,0.018,0.018,0.017,0.012,0.025
1421,0.012,0.014,0.014,0.02,0.044,0.035
1422,0.044,0.049,0.049,0.065,0.111,0.099
1423,0.112,0.118,0.118,0.143,0.199,0.192
1424,0.201,0.206,0.206,0.217,0.22,0.273
1425,0.219,0.225,0.225,0.228,0.209,0.288
1426,0.206,0.216,0.216,0.224,0.238,0.293
1427,0.232,0.25,0.25,0.259,0.29,0.344
1428,0.281,0.303,0.303,0.31,0.332,0.411
1429,0.318,0.343,0.343,0.343,0.342,0.449
1430,0.326,0.357,0.357,0.365,0.393,0.484
1431,0.375,0.419,0.419,0.441,0.536,0.592
1432,0.507,0.569,0.569,0.59,0.693,0.77
1433,0.66,0.733,0.733,0.737,0.812,0.917
1434,0.76,0.826,0.826,0.773,0.608,0.908
1435,0.573,0.611,0.611,0.553,0.333,0.634
1436,0.324,0.343,0.343,0.327,0.261,0.384
1437,0.252,0.273,0.273,0.253,0.202,0.294
1438,0.188,0.208,0.208,0.184,0.135,0.215
1439,0.122,0.136,0.136,0.122,0.096,0.147
1440,0.084,0.093,0.093,0.083,0.053,0.101
1441,0.045,0.049,0.049,0.047,0.034,0.058
1442,0.028,0.03,0.03,0.029,0.016,0.036
1443,0.014,0.015,0.015,0.017,0.02,0.023
1444,0.017,0.018,0.018,0.018,0.011,0.025
1445,0.012,0.014,0.014,0.021,0.044,0.036
1446,0.045,0.049,0.049,0.066,0.11,0.1
1447,0.113,0.118,0.118,0.147,0.2,0.195
1448,0.201,0.203,0.203,0.225,0.217,0.277
1449,0.22,0.22,0.22,0.237,0.206,0.291
1450,0.208,0.21,0.21,0.233,0.233,0.294
1451,0.236,0.244,0.244,0.27,0.284,0.348
1452,0.284,0.296,0.296,0.321,0.323,0.416
1453,0.321,0.336,0.336,0.357,0.332,0.46
1454,0.33,0.352,0.352,0.38,0.384,0.497
1455,0.379,0.413,0.413,0.459,0.526,0.607
1456,0.512,0.56,0.56,0.615,0.677,0.789
1457,0.664,0.72,0.72,0.772,0.806,0.939
1458,0.764,0.808,0.808,0.807,0.602,0.933
1459,0.575,0.598,0.598,0.579,0.333,0.656
1460,0.323,0.337,0.337,0.343,0.261,0.4
1461,0.251,0.268,0.268,0.265,0.202,0.302
1462,0.188,0.204,0.204,0.192,0.137,0.223
1463,0.123,0.135,0.135,0.127,0.098,0.152
1464,0.084,0.092,0.092,0.085,0.052,0.098
1465,0.046,0.049,0.049,0.047,0.034,0.056
1466,0.029,0.03,0.03,0.029,0.016,0.034
1467,0.014,0.015,0.015,0.017,0.02,0.022
1468,0.017,0.018,0.018,0.018,0.011,0.024
1469,0.012,0.014,0.014,0.02,0.044,0.035
1470,0.046,0.049,0.049,0.066,0.11,0.098
1471,0.116,0.119,0.119,0.147,0.2,0.193
1472,0.206,0.204,0.204,0.225,0.213,0.274
1473,0.223,0.219,0.219,0.234,0.203,0.283
1474,0.209,0.21,0.21,0.229,0.232,0.287
1475,0.238,0.245,0.245,0.266,0.28,0.342
1476,0.286,0.297,0.297,0.313,0.319,0.394
1477,0.324,0.334,0.334,0.347,0.328,0.433
1478,0.333,0.348,0.348,0.366,0.379,0.466
1479,0.383,0.407,0.407,0.438,0.51,0.564
1480,0.512,0.547,0.547,0.578,0.666,0.724
1481,0.668,0.704,0.704,0.723,0.784,0.846
1482,0.759,0.78,0.78,0.749,0.592,0.825
1483,0.571,0.577,0.577,0.541,0.33,0.578
1484,0.323,0.327,0.327,0.327,0.26,0.367
1485,0.253,0.26,0.26,0.258,0.201,0.287
1486,0.19,0.198,0.198,0.189,0.134,0.212
1487,0.123,0.13,0.13,0.126,0.097,0.148
1488,0.09,0.097,0.097,0.103,0.13,0.127
1489,0.114,0.114,0.114,0.108,0.052,0.12
1490,0.047,0.048,0.048,0.05,0.044,0.059
1491,0.039,0.04,0.04,0.04,0.031,0.047
1492,0.027,0.027,0.027,0.025,0.006,0.028
1493,0.006,0.007,0.007,0.01,0.019,0.015
1494,0.018,0.019,0.019,0.024,0.038,0.034
1495,0.037,0.038,0.038,0.046,0.062,0.062
1496,0.066,0.064,0.064,0.081,0.113,0.109
1497,0.126,0.12,0.12,0.147,0.198,0.191
1498,0.216,0.203,0.203,0.233,0.274,0.287
1499,0.295,0.275,0.275,0.312,0.35,0.383
1500,0.378,0.349,0.349,0.393,0.44,0.464
1501,0.464,0.424,0.424,0.46,0.45,0.527
1502,0.475,0.434,0.434,0.469,0.458,0.538
1503,0.486,0.45,0.45,0.484,0.478,0.554
1504,0.515,0.483,0.483,0.515,0.523,0.58
1505,0.568,0.524,0.524,0.538,0.478,0.585
1506,0.524,0.489,0.489,0.519,0.555,0.583
1507,0.594,0.556,0.556,0.577,0.553,0.635
1508,0.583,0.546,0.546,0.565,0.484,0.622
1509,0.496,0.478,0.478,0.484,0.413,0.529
1510,0.411,0.401,0.401,0.396,0.324,0.432
1511,0.311,0.307,0.307,0.299,0.233,0.329
1512,0.211,0.212,0.212,0.206,0.129,0.22
1513,0.121,0.1,0.1,0.108,0.051,0.095
1514,0.049,0.041,0.041,0.049,0.043,0.045
1515,0.04,0.033,0.033,0.039,0.03,0.034
1516,0.027,0.021,0.021,0.023,0.006,0.019
1517,0.006,0.005,0.005,0.009,0.018,0.01
1518,0.019,0.015,0.015,0.024,0.037,0.024
1519,0.038,0.029,0.029,0.049,0.064,0.049
1520,0.072,0.054,0.054,0.088,0.118,0.09
1521,0.136,0.1,0.1,0.16,0.208,0.158
1522,0.234,0.172,0.172,0.25,0.277,0.234
1523,0.311,0.233,0.233,0.337,0.364,0.314
1524,0.411,0.311,0.311,0.428,0.461,0.394
1525,0.509,0.383,0.383,0.505,0.486,0.452
1526,0.529,0.399,0.399,0.522,0.512,0.471
1527,0.546,0.414,0.414,0.542,0.543,0.495
1528,0.577,0.437,0.437,0.573,0.611,0.532
1529,0.635,0.476,0.476,0.596,0.544,0.552
1530,0.585,0.445,0.445,0.593,0.639,0.563
1531,0.713,0.53,0.53,0.683,0.651,0.618
1532,0.713,0.552,0.552,0.656,0.566,0.578
1533,0.603,0.479,0.479,0.551,0.472,0.488
1534,0.495,0.398,0.398,0.444,0.371,0.4
1535,0.371,0.302,0.302,0.333,0.25,0.302
1536,0.237,0.187,0.187,0.189,0.054,0.168
1537,0.055,0.041,0.041,0.048,0.034,0.046
1538,0.033,0.024,0.024,0.029,0.016,0.027
1539,0.016,0.012,0.012,0.017,0.02,0.017
1540,0.02,0.014,0.014,0.018,0.012,0.017
1541,0.014,0.01,0.01,0.022,0.045,0.027
1542,0.055,0.037,0.037,0.071,0.114,0.073
1543,0.135,0.09,0.09,0.162,0.213,0.154
1544,0.246,0.17,0.17,0.244,0.232,0.218
1545,0.265,0.192,0.192,0.255,0.223,0.228
1546,0.251,0.19,0.19,0.249,0.251,0.231
1547,0.28,0.217,0.217,0.288,0.302,0.271
1548,0.346,0.268,0.268,0.339,0.35,0.315
1549,0.391,0.302,0.302,0.372,0.358,0.347
1550,0.401,0.314,0.314,0.389,0.417,0.372
1551,0.462,0.365,0.365,0.465,0.556,0.457
1552,0.62,0.482,0.482,0.616,0.725,0.6
1553,0.816,0.618,0.618,0.772,0.841,0.729
1554,0.941,0.69,0.69,0.822,0.63,0.732
1555,0.729,0.524,0.524,0.596,0.361,0.519
1556,0.409,0.317,0.317,0.356,0.285,0.321
1557,0.31,0.249,0.249,0.274,0.221,0.249
1558,0.237,0.191,0.191,0.197,0.145,0.183
1559,0.151,0.122,0.122,0.129,0.103,0.124
1560,0.102,0.081,0.081,0.087,0.055,0.083
1561,0.053,0.041,0.041,0.048,0.035,0.047
1562,0.033,0.025,0.025,0.029,0.016,0.028
1563,0.016,0.012,0.012,0.017,0.02,0.017
1564,0.02,0.014,0.014,0.018,0.012,0.018
1565,0.014,0.01,0.01,0.022,0.045,0.028
1566,0.053,0.036,0.036,0.072,0.115,0.075
1567,0.132,0.088,0.088,0.164,0.212,0.157
1568,0.241,0.167,0.167,0.248,0.23,0.22
1569,0.262,0.188,0.188,0.259,0.219,0.229
1570,0.249,0.188,0.188,0.254,0.246,0.232
1571,0.277,0.217,0.217,0.295,0.299,0.271
1572,0.34,0.27,0.27,0.346,0.343,0.315
1573,0.385,0.303,0.303,0.381,0.35,0.345
1574,0.391,0.313,0.313,0.397,0.408,0.372
1575,0.45,0.364,0.364,0.476,0.55,0.457
1576,0.603,0.482,0.482,0.63,0.715,0.598
1577,0.784,0.618,0.618,0.794,0.836,0.727
1578,0.902,0.694,0.694,0.846,0.627,0.728
1579,0.707,0.531,0.531,0.612,0.358,0.517
1580,0.404,0.318,0.318,0.368,0.285,0.321
1581,0.309,0.25,0.25,0.282,0.22,0.249
1582,0.236,0.192,0.192,0.204,0.144,0.183
1583,0.151,0.124,0.124,0.134,0.102,0.123
